operator_id,month,plan_tier,casino_ggr_usd,sports_ggr_usd,total_ggr_usd,net_software_revenue_usd,monthly_license_fee_usd,active_players,new_registrations,deposits_count,total_deposits_usd,bonus_cost_usd
OP0016,2024-02,Enterprise,496707.91,267458.11,764166.02,92075.28,22000,3543,281,2365,287006.48,50612.53
OP0016,2024-03,Enterprise,552831.36,297678.43,850509.79,183584.56,22000,2037,247,1264,121844.6,78649.7
OP0016,2024-04,Enterprise,507341.45,273183.85,780525.3,160321.01,22000,3903,595,1321,316090.23,67763.43
OP0016,2024-05,Enterprise,588236.68,316742.82,904979.5,166359.52,22000,1786,346,1112,60274.29,52401.84
OP0016,2024-06,Enterprise,467144.92,251539.57,718684.5,116977.33,22000,421,75,147,14507.3,35819.81
OP0016,2024-07,Enterprise,458459.61,246862.86,705322.47,99885.8,22000,1220,175,765,61531.06,69177.11
OP0016,2024-08,Enterprise,535225.85,288198.54,823424.39,163492.02,22000,971,158,336,112108.51,44826.75
OP0016,2024-09,Enterprise,517383.93,278591.34,795975.27,162233.75,22000,4246,487,1920,459494.79,67884.62
OP0016,2024-10,Enterprise,605934.5,326272.43,932206.93,202124.83,22000,1882,219,569,202844.13,68883.85
OP0016,2024-11,Enterprise,465048.42,250410.69,715459.11,99822.15,22000,2609,188,1086,135130.83,44201.72
OP0016,2024-12,Enterprise,591060.48,318263.34,909323.82,188000.28,22000,2280,159,1573,70362.35,87469.99
OP0017,2023-11,Enterprise,233869.3,125929.62,359798.92,56948.55,22000,3675,690,1628,185781.18,14941.42
OP0017,2023-12,Enterprise,332882.69,179244.53,512127.22,95819.23,22000,3325,386,1013,304375.57,50308.89
OP0017,2024-01,Enterprise,323824.88,174367.25,498192.13,77630.91,22000,177,32,86,17002.85,40300.76
OP0017,2024-02,Enterprise,249058.67,134108.51,383167.18,54603.5,22000,541,66,342,57638.53,35239.78
OP0017,2024-03,Enterprise,337524.46,181743.94,519268.4,68915.04,22000,4342,479,1670,239307.43,35220.59
OP0017,2024-04,Enterprise,270335.9,145565.48,415901.38,55659.66,22000,3709,650,1548,407738.53,29824.0
OP0017,2024-05,Enterprise,259075.11,139501.98,398577.1,81593.75,22000,1753,103,708,133276.14,35998.85
OP0017,2024-06,Enterprise,250207.13,134726.91,384934.04,47445.07,22000,2701,160,1191,315967.8,28932.01
OP0017,2024-07,Enterprise,299892.82,161480.75,461373.57,82054.59,22000,400,39,207,42043.83,42900.98
OP0017,2024-08,Enterprise,225290.7,121310.38,346601.08,75261.51,22000,961,175,492,93933.09,27724.03
OP0017,2024-09,Enterprise,295642.93,159192.34,454835.27,65504.59,22000,3327,490,2075,73467.87,38184.63
OP0017,2024-10,Enterprise,225427.82,121384.21,346812.03,71807.27,22000,2116,131,1197,222987.67,28441.38
OP0017,2024-11,Enterprise,341823.65,184058.89,525882.54,67292.57,22000,3092,314,1662,188977.68,24855.27
OP0017,2024-12,Enterprise,234713.78,126384.35,361098.13,44061.0,22000,1185,101,589,67781.39,17582.27
OP0018,2023-04,Starter,30098.18,16206.71,46304.89,9007.2,2500,1170,114,443,123318.68,4137.37
OP0018,2023-05,Starter,20332.73,10948.4,31281.13,5964.72,2500,791,86,411,40941.63,1553.67
OP0018,2023-06,Starter,30639.57,16498.23,47137.8,7934.09,2500,240,20,166,28546.5,3454.37
OP0018,2023-07,Starter,25621.44,13796.16,39417.6,5197.57,2500,862,121,482,64405.59,3633.95
OP0018,2023-08,Starter,22758.22,12254.42,35012.64,5684.4,2500,1328,206,792,136176.44,3127.84
OP0018,2023-09,Starter,19620.12,10564.68,30184.8,6076.58,2500,1067,81,659,47145.54,1910.71
OP0018,2023-10,Starter,21190.46,11410.24,32600.7,6821.86,2500,445,45,274,13871.48,2079.75
OP0018,2023-11,Starter,24791.86,13349.47,38141.33,4767.67,2500,1416,120,731,79693.29,2929.33
OP0019,2023-06,Growth,126083.11,67890.9,193974.01,27412.41,7500,4216,752,1947,359616.33,14481.93
OP0019,2023-07,Growth,121448.97,65395.6,186844.57,31949.93,7500,2478,434,897,235096.9,11799.33
OP0019,2023-08,Growth,77896.16,41944.08,119840.24,21069.69,7500,1566,217,586,41200.87,6387.66
OP0019,2023-09,Growth,118843.17,63992.47,182835.64,35317.08,7500,1114,61,336,119933.94,11145.06
OP0019,2023-10,Growth,100825.93,54290.88,155116.81,31087.1,7500,2169,431,1343,88609.37,14765.79
OP0019,2023-11,Growth,85123.29,45835.61,130958.9,24690.46,7500,2704,277,1846,161086.29,11074.0
OP0019,2023-12,Growth,99067.74,53344.16,152411.9,22269.37,7500,4576,820,1403,209766.58,7187.93
OP0019,2024-01,Growth,81119.24,43679.59,124798.83,18174.86,7500,1343,148,803,67868.09,12392.68
OP0019,2024-02,Growth,124376.27,66971.83,191348.1,28267.21,7500,4313,716,2298,182500.44,18508.78
OP0019,2024-03,Growth,118993.27,64073.3,183066.57,22133.09,7500,2907,312,940,264793.37,7434.0
OP0019,2024-04,Growth,102433.54,55156.52,157590.06,29341.27,7500,410,58,278,46051.09,8544.28
OP0019,2024-05,Growth,105070.15,56576.24,161646.39,34341.83,7500,921,143,633,66742.28,11355.4
OP0019,2024-06,Growth,122405.98,65910.91,188316.89,36439.95,7500,1399,94,767,106409.53,12758.61
OP0019,2024-07,Growth,105905.9,57026.26,162932.16,22295.61,7500,4868,734,3102,113528.07,13277.24
OP0019,2024-08,Growth,112043.8,60331.27,172375.07,25920.33,7500,2628,331,1668,198680.25,14234.72
OP0019,2024-09,Growth,116382.89,62667.71,179050.6,39025.11,7500,2450,478,822,169393.49,8270.7
OP0019,2024-10,Growth,123639.33,66575.02,190214.35,35557.46,7500,1356,74,863,87279.91,8441.49
OP0019,2024-11,Growth,108635.12,58495.83,167130.95,20687.03,7500,1336,99,453,117242.46,15358.8
OP0019,2024-12,Growth,111553.75,60067.41,171621.16,25390.27,7500,2670,409,1355,62815.87,12892.61
OP0020,2023-01,Starter,23553.7,12682.76,36236.46,6900.19,2500,1061,66,423,113766.75,2588.87
OP0020,2023-02,Starter,27820.31,14980.16,42800.47,8888.19,2500,1137,179,362,112309.1,3939.81
OP0020,2023-03,Starter,25242.39,13592.06,38834.45,6797.44,2500,1074,73,485,109596.92,2248.27
OP0020,2023-04,Starter,28073.15,15116.31,43189.46,8093.0,2500,1318,125,636,127813.75,3798.51
OP0020,2023-05,Starter,30215.58,16269.92,46485.5,9547.52,2500,1283,157,616,100743.18,1972.46
OP0020,2023-06,Starter,22967.65,12367.2,35334.85,6516.69,2500,241,46,147,10709.16,3168.55
OP0020,2023-07,Starter,24813.8,13361.28,38175.08,6578.1,2500,1474,288,829,85119.91,1655.1
OP0020,2023-08,Starter,28481.06,15335.95,43817.01,5437.72,2500,433,29,173,16554.24,2832.56
OP0020,2023-09,Starter,25959.63,13978.26,39937.89,5762.65,2500,1451,83,797,47719.51,2543.6
OP0020,2023-10,Starter,24083.44,12968.01,37051.45,6796.65,2500,1046,124,398,27443.61,2156.25
OP0020,2023-11,Starter,25835.12,13911.22,39746.34,6791.62,2500,1124,137,373,109279.92,3088.61
OP0020,2023-12,Starter,24297.1,13083.05,37380.15,7265.82,2500,1026,84,448,73848.43,1729.98
OP0020,2024-01,Starter,24961.03,13440.56,38401.59,8027.03,2500,860,139,587,34736.26,1897.9
OP0020,2024-02,Starter,19809.72,10666.77,30476.49,3984.33,2500,543,69,372,57212.55,1601.97
OP0020,2024-03,Starter,30172.62,16246.8,46419.42,6974.67,2500,1365,196,788,64386.3,2704.21
OP0020,2024-04,Starter,27981.61,15067.02,43048.63,5924.51,2500,627,117,191,43478.1,4087.94
OP0021,2023-01,Starter,7723.59,4158.86,11882.45,1681.67,2500,744,73,425,49402.84,864.06
OP0021,2023-02,Starter,7300.96,3931.29,11232.25,2103.64,2500,1017,191,389,56786.07,1028.7
OP0021,2023-03,Starter,6526.91,3514.49,10041.4,2077.57,2500,613,80,229,51800.58,791.0
OP0021,2023-04,Starter,7634.67,4110.97,11745.64,2076.39,2500,404,46,194,29942.88,591.43
OP0021,2023-05,Starter,8301.81,4470.21,12772.02,2501.13,2500,1045,186,681,48003.09,695.43
OP0021,2023-06,Starter,8391.53,4518.51,12910.04,2407.9,2500,261,36,124,7269.71,1153.66
OP0021,2023-07,Starter,7433.92,4002.88,11436.8,1467.64,2500,1372,149,617,30106.44,960.12
OP0021,2023-08,Starter,6982.38,3759.75,10742.13,2070.86,2500,1043,199,474,44325.65,592.6
OP0021,2023-09,Starter,6900.1,3715.44,10615.54,1769.75,2500,391,27,209,37757.0,446.84
OP0021,2023-10,Starter,5892.09,3172.67,9064.76,1780.83,2500,1290,87,821,39463.61,451.09
OP0021,2023-11,Starter,6811.7,3667.84,10479.54,1458.94,2500,208,15,102,12079.32,908.7
OP0021,2023-12,Starter,6625.79,3567.73,10193.52,1857.49,2500,656,67,355,63506.36,803.56
OP0021,2024-01,Starter,10045.98,5409.37,15455.35,3378.67,2500,440,57,183,27035.63,902.61
OP0021,2024-02,Starter,9351.25,5035.29,14386.54,1822.59,2500,1181,96,404,132391.38,1187.32
OP0021,2024-03,Starter,8562.87,4610.78,13173.65,1686.67,2500,625,102,390,26110.48,822.22
OP0021,2024-04,Starter,6688.18,3601.33,10289.51,1830.97,2500,453,29,154,41571.21,1003.7
OP0021,2024-05,Starter,7430.18,4000.86,11431.04,2354.32,2500,149,19,98,12455.21,806.83
OP0021,2024-06,Starter,6387.0,3439.15,9826.15,1982.74,2500,1272,156,821,36429.89,685.23
OP0021,2024-07,Starter,9019.47,4856.64,13876.11,1756.9,2500,309,39,185,30035.93,1288.26
OP0021,2024-08,Starter,6930.59,3731.86,10662.45,2230.22,2500,173,31,76,4067.16,700.76
OP0021,2024-09,Starter,6106.44,3288.08,9394.52,1501.5,2500,715,56,466,64379.26,382.99
OP0021,2024-10,Starter,6831.45,3678.47,10509.92,2043.88,2500,1369,191,789,78039.24,560.15
OP0021,2024-11,Starter,8912.72,4799.16,13711.88,2334.58,2500,714,70,249,73187.07,756.49
OP0022,2023-01,Starter,10785.27,5807.46,16592.73,3557.29,2500,358,37,210,40254.83,1427.75
OP0022,2023-02,Starter,9479.46,5104.32,14583.78,1789.96,2500,509,98,343,38839.88,882.18
OP0022,2023-03,Starter,10033.86,5402.85,15436.71,3223.04,2500,279,26,168,16639.01,1422.78
OP0022,2023-04,Starter,9412.59,5068.31,14480.9,2562.74,2500,472,50,161,22007.24,1344.3
OP0022,2023-05,Starter,7245.49,3901.42,11146.91,2219.97,2500,848,140,542,63305.63,964.79
OP0022,2023-06,Starter,9996.88,5382.94,15379.82,2864.3,2500,1281,100,572,38545.76,986.29
OP0022,2023-07,Starter,10328.1,5561.28,15889.38,3271.85,2500,1251,67,528,70940.31,882.27
OP0022,2023-08,Starter,9579.95,5158.44,14738.39,2599.15,2500,277,18,162,14607.92,807.22
OP0022,2023-09,Starter,12874.75,6932.55,19807.3,3208.92,2500,907,107,582,94706.39,1421.86
OP0022,2023-10,Starter,9484.64,5107.11,14591.75,2849.39,2500,1275,89,459,27618.94,1397.93
OP0022,2023-11,Starter,10817.82,5824.98,16642.8,3541.88,2500,353,47,184,36445.57,1352.97
OP0022,2023-12,Starter,9119.07,4910.27,14029.34,2025.44,2500,582,40,192,16577.84,1262.9
OP0022,2024-01,Starter,7629.09,4107.97,11737.06,2186.25,2500,21,1,11,489.77,753.98
OP0022,2024-02,Starter,11549.01,6218.7,17767.71,3244.28,2500,1326,73,474,61938.91,1056.71
OP0022,2024-03,Starter,9309.66,5012.9,14322.56,1931.7,2500,1471,278,446,34885.49,801.26
OP0022,2024-04,Starter,8861.75,4771.71,13633.46,2560.01,2500,328,36,208,33978.92,940.45
OP0022,2024-05,Starter,11328.78,6100.11,17428.89,2706.48,2500,1408,113,846,168244.76,990.32
OP0022,2024-06,Starter,10930.24,5885.52,16815.76,3124.64,2500,597,41,228,35080.87,738.36
OP0022,2024-07,Starter,8843.18,4761.71,13604.9,2820.54,2500,828,56,503,74967.75,635.77
OP0022,2024-08,Starter,10602.82,5709.21,16312.03,2995.74,2500,371,57,211,29792.91,1324.34
OP0022,2024-09,Starter,12471.76,6715.56,19187.32,3639.26,2500,782,138,327,57874.7,1893.19
OP0022,2024-10,Starter,9089.27,4894.22,13983.5,2826.18,2500,1353,95,927,93274.33,940.55
OP0022,2024-11,Starter,9653.43,5198.0,14851.43,3227.71,2500,1305,143,450,86585.06,827.55
OP0022,2024-12,Starter,10194.26,5489.21,15683.47,3006.68,2500,1136,141,457,31818.03,956.05
OP0023,2023-02,Enterprise,336164.57,181011.69,517176.26,110550.42,22000,492,42,256,26084.7,34533.35
OP0023,2023-03,Enterprise,427851.66,230381.66,658233.32,127206.48,22000,475,50,315,12365.64,37290.62
OP0023,2023-04,Enterprise,396691.26,213602.98,610294.24,80036.51,22000,4935,271,3211,487522.95,26518.86
OP0023,2023-05,Enterprise,459719.6,247541.32,707260.92,130766.49,22000,208,14,143,23691.16,61265.85
OP0023,2023-06,Enterprise,503062.12,270879.6,773941.72,158211.6,22000,1822,125,845,161535.05,61156.51
OP0023,2023-07,Enterprise,395641.85,213037.92,608679.77,109314.78,22000,1705,114,701,122556.88,34782.72
OP0023,2023-08,Enterprise,426583.73,229698.93,656282.66,117701.17,22000,3197,283,2198,271375.01,50742.96
OP0023,2023-09,Enterprise,377272.82,203146.9,580419.72,69822.44,22000,3798,292,2153,155638.68,56742.39
OP0023,2023-10,Enterprise,384281.98,206921.06,591203.04,103676.6,22000,1957,104,749,140518.06,41504.53
OP0023,2023-11,Enterprise,545869.81,293929.9,839799.71,180775.13,22000,59,3,38,1457.81,47908.65
OP0023,2023-12,Enterprise,436841.87,235222.54,672064.41,106281.98,22000,2331,273,1327,123253.44,57282.68
OP0023,2024-01,Enterprise,522930.51,281577.96,804508.47,131862.24,22000,4455,652,2038,504108.8,57141.41
OP0023,2024-02,Enterprise,327741.59,176476.24,504217.83,66621.0,22000,2258,349,769,163799.3,21182.7
OP0023,2024-03,Enterprise,339996.49,183075.03,523071.52,78027.32,22000,2444,197,1184,159438.44,26687.69
OP0023,2024-04,Enterprise,406098.86,218668.62,624767.48,117698.96,22000,1000,158,607,66447.72,45525.76
OP0023,2024-05,Enterprise,471102.94,253670.82,724773.76,101352.17,22000,523,93,331,29145.16,71124.91
OP0023,2024-06,Enterprise,426194.5,229489.35,655683.85,97023.05,22000,2977,163,1676,169737.21,64589.74
OP0023,2024-07,Enterprise,414266.36,223066.5,637332.86,93252.89,22000,113,7,35,6167.46,49296.46
OP0023,2024-08,Enterprise,466000.98,250923.6,716924.58,122930.95,22000,3598,287,1843,173706.05,51368.93
OP0023,2024-09,Enterprise,416384.27,224206.91,640591.18,106100.99,22000,4582,604,2125,428800.55,44239.19
OP0023,2024-10,Enterprise,542593.53,292165.75,834759.28,112424.14,22000,922,52,335,39800.44,56538.81
OP0023,2024-11,Enterprise,492583.65,265237.35,757821.0,145711.77,22000,1481,196,479,42653.27,43573.67
OP0023,2024-12,Enterprise,451900.5,243331.04,695231.54,102493.67,22000,4146,800,2377,313350.14,55768.5
OP0024,2023-01,Starter,5901.32,3177.63,9078.95,1117.05,2500,238,18,118,23070.34,776.29
OP0024,2023-02,Starter,5147.47,2771.71,7919.18,1205.49,2500,945,161,352,23612.81,390.64
OP0024,2023-03,Starter,6910.27,3720.91,10631.18,1364.75,2500,134,18,54,7109.18,558.26
OP0024,2023-04,Starter,6048.48,3256.87,9305.35,1189.48,2500,1421,280,915,76017.11,821.33
OP0024,2023-05,Starter,7554.66,4067.89,11622.55,2264.69,2500,586,58,185,49857.44,785.57
OP0024,2023-06,Starter,6330.25,3408.59,9738.84,1457.2,2500,156,21,75,8299.12,956.44
OP0024,2023-07,Starter,7064.04,3803.71,10867.75,2196.21,2500,62,4,31,4893.01,802.75
OP0024,2023-08,Starter,5926.44,3191.16,9117.6,1455.59,2500,664,85,340,50417.51,685.0
OP0024,2023-09,Starter,7237.72,3897.24,11134.96,2152.18,2500,205,33,83,7939.02,515.11
OP0024,2023-10,Starter,7587.31,4085.48,11672.79,2449.67,2500,1349,173,825,85034.04,1158.04
OP0024,2023-11,Starter,6670.83,3591.98,10262.81,1782.7,2500,1398,127,646,52483.99,924.32
OP0024,2023-12,Starter,7430.67,4001.13,11431.8,2034.58,2500,544,42,262,11043.66,545.49
OP0024,2024-01,Starter,5482.67,2952.21,8434.88,1312.81,2500,163,30,56,12204.42,808.77
OP0024,2024-02,Starter,5038.16,2712.85,7751.01,1602.0,2500,210,21,97,9368.61,729.22
OP0024,2024-03,Starter,7346.86,3956.0,11302.86,1726.82,2500,137,8,92,15741.72,628.08
OP0024,2024-04,Starter,5466.4,2943.45,8409.85,1571.94,2500,250,45,170,5856.9,449.83
OP0024,2024-05,Starter,7637.72,4112.62,11750.34,2097.5,2500,1151,128,702,105457.58,672.44
OP0024,2024-06,Starter,5025.98,2706.3,7732.28,1177.15,2500,62,3,31,6288.01,327.52
OP0024,2024-07,Starter,5805.1,3125.83,8930.93,1246.01,2500,867,84,419,83403.59,749.37
OP0024,2024-08,Starter,6219.12,3348.76,9567.88,1845.03,2500,813,91,403,31108.06,470.49
OP0024,2024-09,Starter,5932.95,3194.66,9127.61,1116.68,2500,395,40,232,43687.34,683.49
OP0024,2024-10,Starter,6287.66,3385.66,9673.32,2027.83,2500,1078,107,421,48022.91,814.91
OP0024,2024-11,Starter,5924.98,3190.37,9115.35,1952.78,2500,204,19,90,17523.31,455.27
OP0024,2024-12,Starter,4516.59,2432.01,6948.6,1185.84,2500,877,138,396,24781.91,309.37
OP0025,2023-12,Growth,68976.41,37141.15,106117.56,21208.25,7500,3453,648,1342,210193.88,9657.77
OP0025,2024-01,Growth,56681.66,30520.89,87202.55,15235.27,7500,4924,766,2510,589103.57,3748.14
OP0025,2024-02,Growth,67113.76,36138.18,103251.94,17639.19,7500,468,41,278,45032.26,8212.81
OP0025,2024-03,Growth,74819.38,40287.36,115106.74,17633.17,7500,4736,831,1998,481288.81,7202.18
OP0025,2024-04,Growth,57678.54,31057.67,88736.21,14672.12,7500,93,8,49,6038.9,5278.82
OP0025,2024-05,Growth,70501.15,37962.16,108463.31,20000.85,7500,3482,421,1161,114074.9,6768.13
OP0025,2024-06,Growth,70315.02,37861.94,108176.96,15259.16,7500,2935,575,1179,165089.03,7999.69
OP0025,2024-07,Growth,75700.48,40761.8,116462.28,16592.56,7500,2661,403,884,281680.21,9079.87
OP0025,2024-08,Growth,61020.48,32857.18,93877.66,11930.71,7500,3512,187,1634,226117.02,6004.21
OP0025,2024-09,Growth,74186.08,39946.35,114132.43,21124.43,7500,2492,408,1216,202687.67,8295.34
OP0025,2024-10,Growth,68000.17,36615.48,104615.65,20869.02,7500,451,46,223,39075.84,10262.86
OP0025,2024-11,Growth,63427.69,34153.37,97581.06,11786.0,7500,3577,379,1812,285173.41,8459.73
OP0025,2024-12,Growth,64968.05,34982.79,99950.84,12809.43,7500,933,97,524,80280.16,5384.84
OP0026,2023-01,Growth,130976.05,70525.56,201501.61,31970.14,7500,2619,132,1570,190304.49,19862.66
OP0026,2023-02,Growth,100023.24,53858.66,153881.9,30381.56,7500,4614,589,3021,244897.89,11827.83
OP0026,2023-03,Growth,107300.56,57777.22,165077.78,30420.5,7500,402,36,141,16472.36,10805.35
OP0026,2023-04,Growth,87950.68,47358.06,135308.74,23316.82,7500,135,26,50,5971.56,11739.97
OP0026,2023-05,Growth,111797.39,60198.59,171995.98,23024.7,7500,4326,237,2812,88399.65,10043.6
OP0026,2023-06,Growth,114997.42,61921.68,176919.1,31663.43,7500,4561,571,2015,331588.68,8234.93
OP0026,2023-07,Growth,85378.69,45973.14,131351.83,22686.5,7500,2378,376,1422,55628.55,7691.58
OP0026,2023-08,Growth,84222.74,45350.7,129573.44,21827.48,7500,2006,283,1162,49769.25,11589.47
OP0026,2023-09,Growth,116017.88,62471.17,178489.05,35379.4,7500,758,137,427,32894.9,8751.6
OP0026,2023-10,Growth,97460.88,52478.93,149939.81,30673.93,7500,3209,162,1568,98012.99,8181.75
OP0026,2023-11,Growth,130966.06,70520.19,201486.25,26933.33,7500,1967,221,1103,104734.85,12053.11
OP0026,2023-12,Growth,135203.39,72801.82,208005.21,32885.99,7500,1356,156,816,73836.86,13222.68
OP0026,2024-01,Growth,94759.4,51024.29,145783.69,23594.35,7500,1793,325,817,179977.33,12294.88
OP0026,2024-02,Growth,113251.26,60981.44,174232.7,34502.6,7500,2708,498,1276,69661.33,15399.23
OP0026,2024-03,Growth,112429.95,60539.2,172969.15,29619.96,7500,2446,349,1292,249844.1,7052.6
OP0026,2024-04,Growth,105923.94,57035.97,162959.91,27506.69,7500,2167,369,1137,109703.65,7315.87
OP0026,2024-05,Growth,115085.82,61969.28,177055.1,22617.56,7500,3883,757,2140,299359.79,12082.81
OP0026,2024-06,Growth,94573.71,50924.31,145498.02,31468.27,7500,2493,470,1475,271207.94,6910.16
OP0026,2024-07,Growth,126648.05,68195.11,194843.16,37077.78,7500,1345,195,701,117115.94,18109.94
OP0026,2024-08,Growth,95705.82,51533.9,147239.72,26012.46,7500,3953,741,2429,164956.48,11246.31
OP0026,2024-09,Growth,92316.86,49709.08,142025.94,28059.19,7500,320,42,107,16328.31,9129.56
OP0026,2024-10,Growth,110346.18,59417.17,169763.35,30849.24,7500,2320,261,1336,251873.56,13143.18
OP0026,2024-11,Growth,117045.7,63024.61,180070.31,38592.32,7500,3358,603,2240,123009.43,12395.56
OP0026,2024-12,Growth,120548.54,64910.75,185459.3,31280.2,7500,4283,457,2945,159929.98,18544.75
OP0027,2024-04,Starter,7111.15,3829.08,10940.23,1671.49,2500,509,36,216,47686.5,551.91
OP0027,2024-05,Starter,8372.34,4508.19,12880.53,2815.93,2500,1425,122,756,85461.68,752.56
OP0027,2024-06,Starter,7575.78,4079.27,11655.05,1450.73,2500,50,6,21,5639.52,686.03
OP0027,2024-07,Starter,8207.96,4419.67,12627.63,2537.42,2500,1239,154,841,59362.7,1261.37
OP0027,2024-08,Starter,9448.65,5087.74,14536.39,1900.81,2500,879,104,455,63174.67,896.87
OP0027,2024-09,Starter,9228.22,4969.04,14197.26,1860.46,2500,893,110,599,62803.59,922.11
OP0027,2024-10,Starter,10217.55,5501.75,15719.3,3087.34,2500,1009,198,448,118749.02,776.79
OP0027,2024-11,Starter,9134.35,4918.49,14052.84,2444.89,2500,270,47,101,11002.97,798.47
OP0027,2024-12,Starter,8171.03,4399.78,12570.81,2120.07,2500,99,19,69,8817.95,1190.7
OP0028,2023-04,Enterprise,293074.72,157809.46,450884.18,72562.31,22000,2933,486,901,90758.65,28573.91
OP0028,2023-05,Enterprise,222336.82,119719.83,342056.65,59251.33,22000,3579,553,1107,165269.23,22234.54
OP0028,2023-06,Enterprise,252417.62,135917.18,388334.8,56852.79,22000,764,91,370,16613.46,16211.75
OP0028,2023-07,Enterprise,251350.48,135342.57,386693.05,51178.43,22000,2634,447,1800,147559.04,27680.48
OP0028,2023-08,Enterprise,294883.1,158783.21,453666.31,73467.84,22000,2836,149,1258,194621.25,32199.64
OP0028,2023-09,Enterprise,316578.87,170465.55,487044.42,97845.59,22000,4052,600,1878,319721.82,40267.68
OP0028,2023-10,Enterprise,242763.2,130718.64,373481.84,70983.94,22000,3739,309,1847,370590.8,24145.78
OP0028,2023-11,Enterprise,208726.09,112390.97,321117.06,54503.0,22000,4265,537,2207,380322.12,28939.29
OP0028,2023-12,Enterprise,296487.45,159647.09,456134.54,75605.96,22000,3568,510,2190,305590.43,43564.13
OP0028,2024-01,Enterprise,288877.33,155549.33,444426.66,95592.58,22000,3552,240,1287,133778.21,38571.39
OP0028,2024-02,Enterprise,235139.38,126613.51,361752.89,65994.37,22000,1526,120,575,73474.48,20021.67
OP0028,2024-03,Enterprise,310548.56,167218.45,477767.01,67848.44,22000,3451,496,2387,311903.91,20109.79
OP0028,2024-04,Enterprise,224167.15,120705.39,344872.54,42529.76,22000,2352,238,1488,262110.48,34164.08
OP0028,2024-05,Enterprise,232580.54,125235.68,357816.22,65464.9,22000,236,13,144,23154.94,34245.06
OP0028,2024-06,Enterprise,219510.7,118198.07,337708.77,68302.93,22000,2965,591,1047,183006.85,28291.53
OP0028,2024-07,Enterprise,265095.3,142743.62,407838.92,61165.38,22000,3095,602,1636,303103.92,38474.87
OP0028,2024-08,Enterprise,227629.12,122569.52,350198.64,53769.06,22000,3623,242,1675,395385.24,23141.94
OP0028,2024-09,Enterprise,243642.13,131191.91,374834.04,55806.52,22000,4882,713,2366,286784.98,34006.31
OP0028,2024-10,Enterprise,224936.08,121119.42,346055.5,64444.98,22000,1884,326,1078,130858.21,31307.12
OP0028,2024-11,Enterprise,261317.68,140709.52,402027.2,49263.96,22000,3710,622,2303,301333.52,21292.12
OP0028,2024-12,Enterprise,259323.85,139635.92,398959.77,77057.52,22000,1928,159,984,51238.94,30809.74
OP0029,2023-01,Growth,59505.46,32041.4,91546.86,11626.31,7500,2437,446,1392,260462.18,6573.9
OP0029,2023-02,Growth,77095.81,41513.13,118608.94,15735.22,7500,2999,511,1361,240994.03,8318.33
OP0029,2023-03,Growth,51965.07,27981.19,79946.26,16238.67,7500,1231,99,371,58540.63,3852.65
OP0029,2023-04,Growth,53211.3,28652.24,81863.54,12714.21,7500,328,24,191,31960.47,5503.33
OP0029,2023-05,Growth,82831.77,44601.72,127433.49,26312.85,7500,2227,439,1059,97437.66,7333.56
OP0029,2023-06,Growth,60956.33,32822.64,93778.97,18778.54,7500,2021,355,960,65418.9,6296.73
OP0029,2023-07,Growth,80509.54,43351.29,123860.83,24350.99,7500,4571,763,1409,98384.61,9359.52
OP0029,2023-08,Growth,63107.77,33981.11,97088.88,14258.66,7500,494,63,164,43525.93,5423.74
OP0029,2023-09,Growth,62232.23,33509.66,95741.89,15851.45,7500,4242,784,2809,454469.53,8415.97
OP0029,2023-10,Growth,72834.78,39218.73,112053.51,16207.33,7500,3890,327,1928,270376.32,10711.49
OP0029,2023-11,Growth,58627.47,31568.63,90196.1,16638.44,7500,1771,326,1149,115213.71,6778.29
OP0029,2023-12,Growth,55403.31,29832.55,85235.86,12523.32,7500,1349,213,619,141327.84,7917.53
OP0029,2024-01,Growth,69704.19,37533.02,107237.21,15444.83,7500,4757,760,2135,436986.68,10016.3
OP0029,2024-02,Growth,57235.57,30819.15,88054.72,12300.37,7500,2427,191,870,138181.79,6383.33
OP0029,2024-03,Growth,70588.2,38009.03,108597.23,23732.57,7500,2943,221,1047,322860.34,9098.98
OP0029,2024-04,Growth,63183.91,34022.1,97206.01,20303.15,7500,565,69,216,26712.49,6880.1
OP0029,2024-05,Growth,60569.39,32614.28,93183.67,12760.85,7500,3420,292,1444,205558.6,7925.91
OP0029,2024-06,Growth,59691.12,32141.37,91832.49,12456.3,7500,2726,305,1757,125263.13,7244.95
OP0029,2024-07,Growth,51905.48,27949.1,79854.58,13305.49,7500,4884,462,2731,335961.08,6300.31
OP0029,2024-08,Growth,73811.73,39744.78,113556.51,23322.84,7500,4427,520,2441,135160.74,8275.67
OP0029,2024-09,Growth,70292.76,37849.94,108142.7,21112.04,7500,1934,212,1175,224097.7,5106.47
OP0029,2024-10,Growth,73875.79,39779.27,113655.06,21722.91,7500,2747,165,1860,159982.0,8195.64
OP0029,2024-11,Growth,71226.22,38352.58,109578.8,20498.21,7500,576,97,275,64069.85,10375.23
OP0029,2024-12,Growth,68432.38,36848.21,105280.59,20489.21,7500,3552,465,2287,425896.17,10480.57
OP0030,2023-01,Starter,16566.48,8920.41,25486.89,3927.81,2500,148,26,86,11006.28,1204.03
OP0030,2023-02,Starter,13211.27,7113.76,20325.03,3479.43,2500,758,110,381,69770.77,1981.36
OP0030,2023-03,Starter,14211.51,7652.35,21863.86,4178.43,2500,848,111,260,17242.8,1236.17
