transaction_id,operator_id,player_id,transaction_date,transaction_type,payment_method,amount_usd,currency,status,processing_time_sec,fee_usd,country,is_first_deposit
TXN0005095,OP0063,PLR007600,2023-07-11 14:04:57,Deposit,Mobile Money,4123.31,GBP,Completed,3881,92.83,GB,0
TXN0005096,OP0068,PLR001196,2023-09-16 20:45:48,Bonus Credit,Bank Transfer,4064.96,BTC,Completed,1840,116.11,KE,0
TXN0005097,OP0005,PLR005147,2023-12-26 16:59:27,Deposit,Card,1799.97,GBP,Completed,5756,42.32,ZA,0
TXN0005098,OP0024,PLR007920,2024-12-03 18:59:55,Refund,Crypto,2541.68,EUR,Completed,6093,47.17,CA,0
TXN0005099,OP0066,PLR006968,2024-11-03 12:15:00,Bonus Credit,Card,477.69,USD,Completed,6466,6.45,ZA,1
TXN0005100,OP0046,PLR004061,2024-08-01 18:55:12,Deposit,Bank Transfer,3828.77,INR,Completed,4132,28.52,PH,0
TXN0005101,OP0045,PLR005893,2024-08-22 03:25:29,Withdrawal,Mobile Money,3158.13,USD,Completed,990,31.14,DE,0
TXN0005102,OP0010,PLR007154,2023-09-28 06:17:39,Deposit,Crypto,2420.32,INR,Completed,4241,27.86,AU,0
TXN0005103,OP0035,PLR005267,2024-08-01 15:55:22,Deposit,Crypto,1046.3,USD,Reversed,,30.2,DE,1
TXN0005104,OP0052,PLR005872,2024-06-07 12:49:39,Withdrawal,Crypto,4754.18,BTC,Pending,,39.82,IN,0
TXN0005105,OP0027,PLR001232,2024-04-18 02:19:58,Withdrawal,Bank Transfer,2348.1,EUR,Failed,,47.34,DE,1
TXN0005106,OP0012,PLR004097,2023-07-23 08:14:10,Deposit,Bank Transfer,3837.21,INR,Reversed,,74.44,CA,0
TXN0005107,OP0014,PLR003881,2024-06-16 16:46:49,Bonus Credit,E-Wallet,77.05,USD,Completed,4659,1.05,GB,1
TXN0005108,OP0040,PLR002562,2023-07-10 06:38:06,Refund,Crypto,1873.95,USD,Completed,370,51.18,GB,0
TXN0005109,OP0068,PLR005183,2024-01-29 20:28:08,Withdrawal,Bank Transfer,2308.02,EUR,Reversed,,48.95,CA,1
TXN0005110,OP0061,PLR002277,2023-09-13 17:17:57,Deposit,Card,167.16,GBP,Completed,2290,3.75,DE,0
TXN0005111,OP0023,PLR000981,2023-01-21 05:41:13,Deposit,E-Wallet,621.18,USD,Failed,,4.7,DE,0
TXN0005112,OP0059,PLR006669,2023-11-14 15:27:26,Deposit,E-Wallet,3575.38,BTC,Reversed,,18.81,AU,0
TXN0005113,OP0057,PLR002322,2024-02-08 22:27:10,Withdrawal,Crypto,33.6,GBP,Pending,,0.79,GB,1
TXN0005114,OP0065,PLR005280,2024-07-29 12:39:48,Withdrawal,Mobile Money,4108.47,USD,Completed,240,117.85,KE,1
TXN0005115,OP0056,PLR002294,2024-09-06 00:48:35,Withdrawal,Crypto,4983.96,USD,Completed,6418,148.96,BR,0
TXN0005116,OP0039,PLR003843,2023-04-22 13:38:36,Refund,E-Wallet,3169.94,USD,Completed,5978,20.96,NG,0
TXN0005117,OP0060,PLR002592,2024-05-26 07:44:42,Deposit,Mobile Money,4717.13,EUR,Pending,,53.15,DE,0
TXN0005118,OP0042,PLR002416,2023-11-12 07:52:02,Withdrawal,Crypto,4684.94,GBP,Completed,5814,85.21,NG,0
TXN0005119,OP0029,PLR006153,2024-10-11 07:38:18,Withdrawal,E-Wallet,1598.31,GBP,Completed,2412,42.29,CA,1
TXN0005120,OP0076,PLR007878,2024-05-11 06:14:46,Deposit,Mobile Money,3281.56,USD,Completed,2706,42.84,CA,0
TXN0005121,OP0056,PLR006910,2024-08-20 19:49:02,Deposit,Mobile Money,1091.27,GBP,Completed,2193,19.36,AU,1
TXN0005122,OP0074,PLR007342,2023-05-27 12:07:31,Withdrawal,Crypto,295.81,EUR,Completed,4949,6.21,NG,0
TXN0005123,OP0007,PLR005581,2024-06-24 13:08:19,Withdrawal,Card,1835.54,INR,Completed,4988,12.96,KE,1
TXN0005124,OP0001,PLR001826,2023-06-19 18:53:59,Withdrawal,Card,65.48,EUR,Completed,2992,1.19,GB,0
TXN0005125,OP0041,PLR007337,2024-09-16 12:36:37,Withdrawal,E-Wallet,14.62,USD,Pending,,0.09,BR,0
TXN0005126,OP0067,PLR001512,2024-10-14 03:19:16,Withdrawal,Mobile Money,2689.14,USD,Completed,735,68.31,KE,0
TXN0005127,OP0007,PLR004100,2023-03-03 01:47:47,Withdrawal,Mobile Money,2466.87,USD,Completed,4156,25.75,IN,1
TXN0005128,OP0008,PLR007540,2024-06-26 21:44:38,Refund,E-Wallet,801.55,USD,Completed,2332,19.58,KE,0
TXN0005129,OP0023,PLR003962,2023-10-17 00:01:30,Withdrawal,Mobile Money,2144.29,GBP,Reversed,,57.86,PH,0
TXN0005130,OP0078,PLR002546,2023-04-07 18:54:07,Bonus Credit,Mobile Money,4130.18,INR,Completed,2173,59.28,BR,1
TXN0005131,OP0078,PLR006770,2024-07-23 05:23:11,Deposit,Card,3392.21,INR,Completed,7060,64.15,AU,0
TXN0005132,OP0056,PLR005445,2023-03-19 21:05:57,Withdrawal,Card,89.7,INR,Pending,,1.8,CA,1
TXN0005133,OP0047,PLR006532,2023-07-08 15:59:18,Deposit,Mobile Money,2240.95,USD,Completed,5626,19.04,IN,0
TXN0005134,OP0006,PLR007525,2024-07-10 00:35:05,Withdrawal,E-Wallet,3199.14,BTC,Completed,2771,89.07,CA,0
TXN0005135,OP0027,PLR004159,2024-10-31 02:31:48,Withdrawal,Mobile Money,2414.26,INR,Completed,3985,14.47,KE,0
TXN0005136,OP0045,PLR001256,2023-03-24 01:17:24,Refund,E-Wallet,910.32,GBP,Completed,4877,15.21,KE,1
TXN0005137,OP0006,PLR004732,2023-10-21 16:22:27,Deposit,Card,4310.78,INR,Completed,2221,62.81,CA,0
TXN0005138,OP0042,PLR006214,2023-09-30 18:25:15,Withdrawal,Card,2794.48,USD,Completed,1824,16.28,PH,0
TXN0005139,OP0064,PLR006910,2024-05-19 21:19:48,Deposit,Card,268.74,USD,Completed,3225,3.62,DE,0
TXN0005140,OP0067,PLR003034,2023-06-16 00:22:21,Withdrawal,Card,3595.91,EUR,Completed,1736,65.07,BR,0
TXN0005141,OP0024,PLR000209,2024-02-28 16:39:28,Deposit,E-Wallet,1335.77,USD,Completed,5108,12.01,CA,0
TXN0005142,OP0001,PLR004339,2023-09-26 18:34:19,Refund,E-Wallet,1946.69,USD,Completed,2757,29.97,CA,1
TXN0005143,OP0080,PLR005523,2023-10-12 15:09:54,Deposit,Card,1096.22,GBP,Completed,238,32.11,BR,0
TXN0005144,OP0076,PLR003034,2023-12-23 08:22:26,Deposit,Crypto,2572.77,INR,Completed,3147,46.34,CA,1
TXN0005145,OP0043,PLR000107,2024-07-26 12:03:45,Deposit,Mobile Money,117.39,INR,Pending,,1.14,GB,0
TXN0005146,OP0008,PLR006237,2024-03-13 04:28:02,Withdrawal,Bank Transfer,1162.66,USD,Completed,2183,19.76,CA,0
TXN0005147,OP0040,PLR001958,2023-06-24 12:54:19,Withdrawal,Mobile Money,2087.39,USD,Completed,3664,60.56,GB,0
TXN0005148,OP0027,PLR000313,2024-12-11 17:37:18,Bonus Credit,Crypto,4372.0,USD,Failed,,78.3,GB,0
TXN0005149,OP0031,PLR003960,2024-04-30 23:34:20,Withdrawal,Crypto,105.89,USD,Failed,,0.81,CA,0
TXN0005150,OP0055,PLR004872,2023-04-03 19:56:06,Bonus Credit,Mobile Money,4534.56,USD,Reversed,,97.49,CA,0
TXN0005151,OP0029,PLR006965,2023-11-19 09:43:10,Refund,Crypto,1036.97,GBP,Failed,,14.22,GB,1
TXN0005152,OP0044,PLR001199,2023-12-25 11:04:20,Deposit,E-Wallet,808.23,USD,Pending,,7.75,ZA,1
TXN0005153,OP0033,PLR006655,2023-11-07 06:01:17,Withdrawal,Bank Transfer,4751.23,EUR,Failed,,128.73,NG,1
TXN0005154,OP0015,PLR004216,2023-06-01 09:52:57,Deposit,Mobile Money,1958.49,USD,Completed,6534,26.66,AU,0
TXN0005155,OP0045,PLR006878,2023-02-24 14:05:55,Deposit,Bank Transfer,2554.27,EUR,Completed,6112,52.98,BR,0
TXN0005156,OP0053,PLR006968,2023-08-10 21:51:33,Deposit,Crypto,3834.61,GBP,Completed,1384,31.0,DE,1
TXN0005157,OP0052,PLR000926,2023-04-12 03:56:43,Withdrawal,Bank Transfer,3204.26,GBP,Failed,,30.78,IN,0
TXN0005158,OP0074,PLR005233,2024-03-13 11:10:25,Deposit,Bank Transfer,1855.1,EUR,Completed,4788,27.9,DE,0
TXN0005159,OP0008,PLR002915,2024-02-23 13:14:09,Deposit,Card,2621.47,GBP,Completed,4372,20.69,DE,0
TXN0005160,OP0035,PLR005302,2023-12-26 14:34:52,Withdrawal,E-Wallet,200.17,USD,Completed,3149,4.15,ZA,0
TXN0005161,OP0005,PLR002680,2024-06-16 12:17:22,Deposit,Bank Transfer,4535.78,INR,Completed,4738,104.13,NG,0
TXN0005162,OP0033,PLR003383,2024-11-23 18:56:33,Withdrawal,Bank Transfer,3772.82,GBP,Completed,5339,82.36,KE,0
TXN0005163,OP0013,PLR007839,2024-11-27 10:41:34,Deposit,E-Wallet,4382.26,INR,Completed,6503,101.63,BR,1
TXN0005164,OP0051,PLR005220,2024-03-15 03:24:10,Bonus Credit,E-Wallet,3777.64,USD,Pending,,53.66,NG,0
TXN0005165,OP0006,PLR002468,2024-07-04 04:03:19,Withdrawal,Crypto,1271.58,USD,Completed,4773,37.82,CA,0
TXN0005166,OP0050,PLR001512,2023-09-18 00:08:42,Deposit,E-Wallet,1684.48,GBP,Completed,2758,48.86,DE,0
TXN0005167,OP0021,PLR007785,2024-12-28 03:36:18,Withdrawal,Card,611.4,EUR,Completed,309,5.88,GB,0
TXN0005168,OP0077,PLR000439,2023-06-18 06:16:01,Withdrawal,Card,4488.27,EUR,Completed,3484,28.3,AU,0
TXN0005169,OP0054,PLR007510,2023-02-03 19:12:41,Deposit,Mobile Money,4002.85,USD,Reversed,,69.31,DE,0
TXN0005170,OP0033,PLR006729,2023-03-06 10:30:09,Withdrawal,Crypto,4227.92,USD,Completed,6200,33.49,GB,1
TXN0005171,OP0039,PLR004954,2024-10-13 17:11:13,Bonus Credit,Bank Transfer,2234.3,USD,Completed,2926,33.51,CA,0
TXN0005172,OP0013,PLR007994,2024-01-18 11:15:24,Withdrawal,E-Wallet,3244.04,USD,Completed,5505,43.86,ZA,0
TXN0005173,OP0001,PLR001035,2024-12-09 20:22:52,Deposit,Bank Transfer,4333.24,BTC,Completed,280,60.38,BR,1
TXN0005174,OP0080,PLR006335,2024-12-26 15:25:01,Deposit,Bank Transfer,265.14,EUR,Failed,,6.23,DE,0
TXN0005175,OP0031,PLR005496,2024-08-21 02:43:33,Deposit,Crypto,3253.35,EUR,Completed,2833,93.12,NG,0
TXN0005176,OP0058,PLR005161,2024-03-24 07:04:27,Deposit,Crypto,708.04,GBP,Completed,1696,13.61,ZA,0
TXN0005177,OP0075,PLR007643,2023-05-21 09:21:14,Refund,Card,264.56,EUR,Completed,5575,4.85,ZA,1
TXN0005178,OP0007,PLR006904,2024-12-25 00:38:15,Refund,Bank Transfer,188.65,USD,Completed,646,2.79,BR,0
TXN0005179,OP0045,PLR006780,2024-05-11 18:33:21,Withdrawal,Mobile Money,3524.31,GBP,Completed,3260,55.95,IN,0
TXN0005180,OP0016,PLR005110,2024-10-16 21:56:30,Withdrawal,Bank Transfer,4523.01,INR,Failed,,107.36,AU,0
TXN0005181,OP0018,PLR002186,2023-06-10 21:40:03,Deposit,Card,579.1,USD,Failed,,14.81,CA,0
TXN0005182,OP0029,PLR006505,2024-04-05 01:12:48,Deposit,E-Wallet,1210.67,GBP,Failed,,31.08,GB,0
TXN0005183,OP0018,PLR004568,2024-08-27 04:51:49,Withdrawal,E-Wallet,440.79,USD,Completed,258,2.22,NG,0
TXN0005184,OP0008,PLR000156,2024-07-02 02:48:14,Deposit,Bank Transfer,4112.58,USD,Completed,1283,55.01,GB,0
TXN0005185,OP0020,PLR002464,2023-09-01 13:51:06,Deposit,Card,1273.39,USD,Completed,32,34.57,BR,0
TXN0005186,OP0028,PLR004351,2024-06-01 17:35:58,Deposit,Crypto,3871.4,GBP,Completed,5169,24.08,BR,0
TXN0005187,OP0042,PLR004969,2023-02-08 07:20:10,Withdrawal,Crypto,4106.79,GBP,Completed,2288,92.3,CA,0
TXN0005188,OP0075,PLR005799,2024-01-02 18:55:49,Deposit,Bank Transfer,3107.43,USD,Failed,,45.15,IN,0
TXN0005189,OP0029,PLR004258,2023-08-01 09:19:03,Deposit,E-Wallet,2891.17,GBP,Completed,2994,39.24,AU,0
TXN0005190,OP0052,PLR002830,2024-07-22 12:14:21,Bonus Credit,Bank Transfer,1102.28,GBP,Pending,,32.69,AU,0
TXN0005191,OP0025,PLR003426,2024-01-28 11:34:46,Withdrawal,E-Wallet,3176.81,USD,Pending,,33.86,IN,0
TXN0005192,OP0045,PLR003166,2024-02-09 21:54:38,Withdrawal,Bank Transfer,1595.17,USD,Completed,1858,41.44,GB,0
TXN0005193,OP0058,PLR007630,2023-03-08 11:50:51,Withdrawal,E-Wallet,1928.52,USD,Completed,6804,11.53,CA,1
TXN0005194,OP0068,PLR002197,2024-05-30 13:47:33,Deposit,Bank Transfer,1233.35,GBP,Completed,4414,31.48,GB,0
TXN0005195,OP0070,PLR006437,2024-07-29 21:54:32,Deposit,Card,2240.57,USD,Completed,1056,24.1,GB,1
TXN0005196,OP0076,PLR007916,2024-08-27 00:08:21,Deposit,Card,2657.57,USD,Pending,,46.99,KE,0
TXN0005197,OP0057,PLR002717,2023-12-15 12:55:23,Deposit,Bank Transfer,2127.13,INR,Failed,,60.77,CA,0
TXN0005198,OP0022,PLR002743,2024-04-16 16:21:28,Bonus Credit,Bank Transfer,4466.54,USD,Completed,2802,89.43,PH,0
TXN0005199,OP0031,PLR001584,2023-05-25 13:42:40,Withdrawal,E-Wallet,4703.23,GBP,Completed,5249,128.12,KE,1
TXN0005200,OP0041,PLR000773,2023-08-01 15:39:55,Bonus Credit,Bank Transfer,4654.73,EUR,Completed,6103,135.97,AU,0
TXN0005201,OP0076,PLR002364,2024-08-21 17:07:39,Deposit,Card,43.97,USD,Completed,240,0.5,CA,0
TXN0005202,OP0028,PLR002289,2024-03-24 04:07:43,Deposit,E-Wallet,4088.38,GBP,Completed,6516,114.5,NG,1
TXN0005203,OP0058,PLR004201,2024-11-18 06:51:32,Deposit,E-Wallet,2611.42,GBP,Completed,6013,63.15,KE,0
TXN0005204,OP0024,PLR004907,2023-12-11 16:43:45,Withdrawal,E-Wallet,1427.84,BTC,Completed,1954,27.71,ZA,0
TXN0005205,OP0044,PLR003977,2023-10-20 20:52:21,Deposit,Card,4410.98,USD,Completed,3417,117.89,CA,0
TXN0005206,OP0002,PLR005283,2024-11-02 06:18:16,Deposit,Crypto,2011.0,USD,Failed,,31.39,PH,0
TXN0005207,OP0069,PLR000625,2024-08-12 22:07:55,Deposit,Mobile Money,3206.54,USD,Completed,1150,48.8,ZA,0
TXN0005208,OP0045,PLR002301,2024-03-05 11:34:47,Deposit,Crypto,2584.8,USD,Completed,1228,49.57,AU,0
TXN0005209,OP0022,PLR002495,2023-12-31 14:42:42,Withdrawal,Card,2685.36,USD,Completed,6730,65.01,KE,1
TXN0005210,OP0077,PLR000259,2023-03-23 14:11:03,Deposit,Card,509.42,USD,Completed,5310,4.85,DE,0
TXN0005211,OP0068,PLR004647,2023-04-09 12:58:02,Deposit,Mobile Money,1302.06,BTC,Completed,194,13.24,KE,0
TXN0005212,OP0011,PLR007330,2024-02-11 22:46:42,Withdrawal,Bank Transfer,4802.49,EUR,Completed,1910,135.96,ZA,0
TXN0005213,OP0080,PLR002364,2023-06-18 01:50:48,Withdrawal,E-Wallet,3726.75,USD,Completed,6503,41.95,DE,0
TXN0005214,OP0045,PLR001534,2023-01-06 10:26:09,Withdrawal,Bank Transfer,2380.75,EUR,Completed,3756,56.96,NG,1
TXN0005215,OP0078,PLR005405,2024-12-11 19:22:07,Deposit,Card,175.65,EUR,Completed,6617,1.48,PH,0
TXN0005216,OP0061,PLR000631,2023-02-28 16:37:09,Withdrawal,Mobile Money,3959.46,BTC,Completed,7033,74.89,ZA,0
TXN0005217,OP0033,PLR004711,2024-05-23 02:14:20,Bonus Credit,E-Wallet,3813.82,GBP,Completed,3450,36.16,IN,0
TXN0005218,OP0027,PLR003170,2024-10-11 15:35:35,Withdrawal,Crypto,4679.89,GBP,Failed,,52.9,CA,0
TXN0005219,OP0080,PLR002145,2024-08-10 01:16:36,Withdrawal,Bank Transfer,2728.71,USD,Completed,3438,17.35,DE,0
TXN0005220,OP0054,PLR006682,2023-12-13 21:35:16,Refund,Mobile Money,4773.6,EUR,Completed,2629,63.0,ZA,0
TXN0005221,OP0074,PLR005552,2024-07-14 23:11:01,Deposit,Crypto,3439.15,EUR,Completed,5114,74.49,NG,0
TXN0005222,OP0057,PLR003480,2023-09-24 01:38:06,Withdrawal,Crypto,228.19,USD,Completed,5159,3.12,KE,0
TXN0005223,OP0001,PLR000835,2024-04-03 17:08:14,Deposit,Crypto,2785.72,USD,Completed,4135,45.3,DE,0
TXN0005224,OP0032,PLR005938,2024-09-29 15:16:28,Deposit,E-Wallet,2389.35,USD,Pending,,37.33,DE,0
TXN0005225,OP0037,PLR002419,2023-11-29 13:22:58,Deposit,Card,1157.65,USD,Completed,161,16.07,ZA,1
TXN0005226,OP0022,PLR000329,2024-02-12 17:47:41,Deposit,Bank Transfer,2811.78,EUR,Completed,710,15.14,CA,0
TXN0005227,OP0071,PLR006535,2023-07-25 18:08:35,Deposit,E-Wallet,1503.91,GBP,Completed,6584,16.62,ZA,0
TXN0005228,OP0080,PLR004502,2024-02-10 06:57:22,Deposit,Mobile Money,2391.27,USD,Completed,5448,70.56,ZA,1
TXN0005229,OP0067,PLR000686,2023-03-19 20:16:16,Deposit,Card,4055.12,USD,Completed,2061,102.88,CA,0
TXN0005230,OP0045,PLR003257,2023-04-24 08:01:44,Deposit,E-Wallet,1564.5,BTC,Completed,2474,38.43,CA,0
TXN0005231,OP0049,PLR005219,2024-11-04 17:50:55,Withdrawal,Crypto,660.74,USD,Completed,3496,15.56,BR,0
TXN0005232,OP0067,PLR005784,2023-10-13 14:42:26,Deposit,Mobile Money,3502.97,USD,Completed,1044,88.3,NG,0
TXN0005233,OP0029,PLR007590,2023-01-31 23:44:37,Deposit,Card,986.77,USD,Completed,3843,10.46,BR,0
TXN0005234,OP0032,PLR003919,2023-07-28 05:31:44,Deposit,Crypto,4732.5,USD,Completed,4097,55.63,PH,0
TXN0005235,OP0050,PLR006211,2024-05-09 23:49:22,Deposit,Card,2668.17,GBP,Completed,5116,46.76,NG,0
TXN0005236,OP0076,PLR002727,2024-11-19 08:18:58,Deposit,Mobile Money,117.85,USD,Completed,6316,1.81,ZA,0
TXN0005237,OP0029,PLR007854,2024-09-09 19:22:20,Deposit,Mobile Money,2064.37,GBP,Completed,2014,32.64,ZA,0
TXN0005238,OP0016,PLR006393,2023-04-05 03:53:46,Deposit,Bank Transfer,2054.94,EUR,Completed,6466,14.08,GB,0
TXN0005239,OP0032,PLR000834,2023-06-08 07:15:12,Refund,Bank Transfer,3713.06,USD,Completed,269,101.9,BR,0
TXN0005240,OP0015,PLR003524,2024-02-17 11:26:28,Withdrawal,E-Wallet,3208.03,INR,Pending,,55.52,BR,0
TXN0005241,OP0029,PLR004920,2024-10-25 03:06:24,Deposit,E-Wallet,3205.06,USD,Completed,7031,62.97,NG,0
TXN0005242,OP0057,PLR004858,2023-06-16 22:17:34,Withdrawal,Mobile Money,3359.14,BTC,Completed,5527,44.0,DE,0
TXN0005243,OP0023,PLR007270,2024-10-14 14:21:54,Bonus Credit,E-Wallet,2144.61,USD,Completed,4482,62.23,GB,0
TXN0005244,OP0057,PLR000040,2023-12-09 17:56:49,Refund,Crypto,1792.85,USD,Completed,5244,44.2,NG,0
TXN0005245,OP0029,PLR001743,2023-07-11 03:44:51,Bonus Credit,Bank Transfer,901.47,USD,Completed,4319,20.14,DE,0
TXN0005246,OP0008,PLR002899,2024-06-21 08:42:59,Deposit,Crypto,1679.01,USD,Failed,,21.29,GB,0
TXN0005247,OP0025,PLR000675,2023-01-11 09:10:15,Withdrawal,E-Wallet,3385.61,GBP,Completed,965,58.14,GB,0
TXN0005248,OP0002,PLR002488,2023-01-22 10:46:51,Deposit,E-Wallet,271.29,INR,Completed,5476,2.15,BR,0
TXN0005249,OP0075,PLR007580,2023-02-19 11:51:08,Deposit,Crypto,399.58,EUR,Pending,,2.32,KE,1
TXN0005250,OP0057,PLR004089,2023-05-29 15:53:26,Deposit,Crypto,3602.41,INR,Completed,4909,22.75,AU,0
TXN0005251,OP0051,PLR004736,2024-04-13 16:57:56,Withdrawal,E-Wallet,2428.21,BTC,Completed,2219,20.51,NG,1
TXN0005252,OP0080,PLR007607,2023-12-01 15:40:36,Deposit,Crypto,2149.98,EUR,Completed,4532,38.39,IN,0
TXN0005253,OP0015,PLR003132,2023-01-25 05:19:34,Withdrawal,Bank Transfer,1266.67,BTC,Completed,376,13.54,BR,0
TXN0005254,OP0017,PLR006252,2023-05-29 02:21:30,Bonus Credit,Card,1724.06,USD,Completed,3172,18.17,GB,0
TXN0005255,OP0016,PLR000853,2024-08-04 12:58:48,Withdrawal,E-Wallet,1143.39,USD,Completed,3977,23.71,ZA,0
TXN0005256,OP0012,PLR007062,2023-01-10 02:45:49,Withdrawal,Card,1773.64,GBP,Failed,,50.9,PH,0
TXN0005257,OP0010,PLR003880,2024-08-07 15:06:11,Withdrawal,Card,2989.92,EUR,Completed,3352,75.3,AU,0
TXN0005258,OP0020,PLR007580,2023-02-07 18:32:33,Withdrawal,Bank Transfer,618.01,INR,Completed,2369,17.37,NG,0
TXN0005259,OP0074,PLR001033,2024-06-04 10:15:32,Withdrawal,Bank Transfer,4363.52,USD,Completed,6776,116.77,IN,0
TXN0005260,OP0018,PLR002122,2023-05-01 10:05:02,Deposit,Crypto,4220.96,USD,Completed,1884,64.6,BR,0
TXN0005261,OP0013,PLR005237,2024-12-28 17:23:27,Bonus Credit,Bank Transfer,2032.7,USD,Pending,,26.71,BR,1
TXN0005262,OP0060,PLR002577,2023-11-16 05:06:09,Deposit,Bank Transfer,3888.14,INR,Completed,4765,74.49,NG,0
TXN0005263,OP0060,PLR004585,2024-12-19 00:30:43,Withdrawal,Mobile Money,4279.41,GBP,Completed,1353,41.14,IN,0
TXN0005264,OP0020,PLR002050,2024-05-06 21:11:40,Deposit,E-Wallet,4873.94,EUR,Completed,5058,94.98,IN,0
TXN0005265,OP0004,PLR004402,2023-06-28 10:58:23,Withdrawal,Card,1116.35,BTC,Completed,2220,26.48,KE,0
TXN0005266,OP0010,PLR007510,2024-02-27 01:44:58,Deposit,Card,3871.05,USD,Completed,4437,92.77,BR,0
TXN0005267,OP0017,PLR007948,2023-02-04 17:03:04,Deposit,E-Wallet,1842.17,USD,Completed,7128,15.51,DE,0
TXN0005268,OP0046,PLR002391,2023-01-25 17:57:44,Deposit,Card,2194.86,USD,Completed,256,35.01,KE,0
TXN0005269,OP0005,PLR007366,2023-12-16 15:03:26,Deposit,Mobile Money,1088.75,INR,Completed,2424,22.39,GB,0
TXN0005270,OP0011,PLR003842,2024-12-16 15:15:41,Deposit,Card,2694.6,USD,Completed,5490,72.73,BR,0
TXN0005271,OP0073,PLR004330,2023-12-27 19:21:50,Withdrawal,Crypto,4788.87,INR,Completed,2859,142.04,IN,1
TXN0005272,OP0054,PLR000292,2024-08-02 02:26:07,Refund,Mobile Money,2457.74,USD,Completed,122,58.3,CA,0
TXN0005273,OP0031,PLR000434,2023-04-19 03:32:19,Withdrawal,Mobile Money,188.96,GBP,Completed,6373,4.92,AU,1
TXN0005274,OP0070,PLR006236,2023-08-22 10:48:48,Deposit,E-Wallet,3620.35,EUR,Completed,3875,59.32,NG,0
TXN0005275,OP0022,PLR003482,2023-12-26 03:58:42,Withdrawal,Bank Transfer,3359.37,INR,Completed,1475,25.32,BR,0
TXN0005276,OP0042,PLR003016,2023-06-29 13:57:20,Deposit,Card,2280.11,EUR,Completed,3549,20.75,BR,0
TXN0005277,OP0060,PLR006601,2023-05-20 15:24:33,Deposit,Crypto,1461.56,INR,Completed,419,26.19,CA,0
TXN0005278,OP0033,PLR007651,2023-12-26 06:22:33,Deposit,Bank Transfer,400.74,USD,Completed,1953,11.72,BR,0
TXN0005279,OP0050,PLR004462,2023-06-22 00:06:53,Deposit,Crypto,989.27,GBP,Completed,6895,9.64,AU,0
TXN0005280,OP0034,PLR004131,2024-06-15 18:16:16,Withdrawal,E-Wallet,2714.14,GBP,Completed,1815,34.62,NG,0
TXN0005281,OP0042,PLR002751,2024-08-10 07:43:07,Withdrawal,Mobile Money,4978.93,USD,Completed,3358,42.27,DE,0
TXN0005282,OP0006,PLR006527,2023-05-17 16:48:11,Withdrawal,Mobile Money,135.31,BTC,Completed,338,1.26,ZA,0
TXN0005283,OP0035,PLR007254,2023-07-19 07:55:54,Withdrawal,E-Wallet,1578.62,EUR,Completed,3331,8.11,PH,0
TXN0005284,OP0008,PLR000920,2024-02-16 20:49:54,Withdrawal,Card,3161.02,GBP,Completed,72,30.17,PH,0
TXN0005285,OP0055,PLR004143,2023-10-24 14:45:02,Deposit,Mobile Money,4396.66,USD,Completed,4637,22.21,DE,0
TXN0005286,OP0019,PLR006457,2024-03-25 19:54:39,Withdrawal,Crypto,358.15,USD,Completed,6970,2.27,GB,1
TXN0005287,OP0073,PLR005888,2023-05-04 00:47:40,Refund,Card,3701.58,INR,Reversed,,31.21,ZA,0
TXN0005288,OP0033,PLR001764,2023-02-13 20:24:57,Withdrawal,Mobile Money,4294.94,INR,Completed,2379,84.21,PH,0
TXN0005289,OP0024,PLR001350,2024-09-16 18:35:47,Withdrawal,Bank Transfer,4568.29,USD,Completed,2708,116.52,BR,0
TXN0005290,OP0008,PLR002861,2023-01-23 10:44:16,Deposit,Card,2211.31,EUR,Completed,5262,62.35,GB,0
TXN0005291,OP0035,PLR002551,2023-01-15 01:56:38,Deposit,Mobile Money,4205.91,GBP,Completed,5502,83.72,PH,0
TXN0005292,OP0011,PLR004655,2024-05-20 14:07:36,Deposit,Crypto,2017.99,USD,Pending,,59.86,PH,0
TXN0005293,OP0017,PLR007030,2023-02-18 04:58:12,Refund,E-Wallet,3641.03,BTC,Pending,,56.45,DE,0
TXN0005294,OP0009,PLR003248,2023-07-10 07:32:53,Bonus Credit,E-Wallet,3099.21,BTC,Completed,2726,49.89,BR,0
TXN0005295,OP0047,PLR002999,2024-02-27 03:24:34,Deposit,E-Wallet,2998.08,USD,Failed,,74.64,BR,0
TXN0005296,OP0009,PLR007559,2024-03-27 12:31:16,Deposit,E-Wallet,743.23,EUR,Completed,3770,18.93,KE,0
TXN0005297,OP0068,PLR005143,2023-11-23 13:26:53,Withdrawal,Crypto,4229.6,INR,Completed,1914,82.44,BR,0
TXN0005298,OP0031,PLR007159,2024-09-22 17:47:39,Withdrawal,E-Wallet,4831.16,EUR,Completed,4468,77.38,IN,1
TXN0005299,OP0068,PLR007681,2024-01-08 19:01:49,Withdrawal,Card,2112.43,INR,Completed,3938,31.83,DE,0
TXN0005300,OP0040,PLR001746,2023-12-20 23:39:47,Deposit,Mobile Money,3328.3,BTC,Completed,5009,20.73,IN,0
TXN0005301,OP0059,PLR007049,2023-06-13 01:29:32,Deposit,Bank Transfer,3805.1,USD,Failed,,86.36,PH,0
TXN0005302,OP0075,PLR007170,2024-01-23 07:59:25,Withdrawal,Bank Transfer,1087.53,EUR,Completed,475,14.76,GB,0
