game_id,game_name,provider,game_type,rtp_pct,volatility,mobile_ready,live_dealer,launch_date,is_active,has_bonus_round,min_bet_usd,max_bet_usd
GM01561,Game_01561,Play n GO,Virtual Sports,94.11,Medium,0,0,2018-08-31,1,0,0.2,5000
GM01562,Game_01562,Microgaming,Live Casino,98.49,Medium,1,1,2021-07-11,0,1,0.1,5000
GM01563,Game_01563,Evolution,Table Games,98.36,Medium,1,0,2023-07-04,1,0,0.5,250
GM01564,Game_01564,Hacksaw,Virtual Sports,96.01,Medium,1,0,2020-08-30,1,1,1.0,250
GM01565,Game_01565,BGaming,Crash,94.55,Low,1,0,2020-03-04,1,0,0.1,5000
GM01566,Game_01566,NetEnt,Table Games,97.29,Low,1,0,2019-03-24,1,0,1.0,5000
GM01567,Game_01567,Relax Gaming,Virtual Sports,98.23,High,1,0,2018-08-01,1,1,0.5,1000
GM01568,Game_01568,Spribe,Crash,96.6,Low,1,0,2019-06-04,1,0,0.1,500
GM01569,Game_01569,Play n GO,Crash,96.17,Medium,0,0,2018-10-20,1,1,0.5,250
GM01570,Game_01570,NetEnt,Slots,96.27,Medium,1,0,2020-03-13,1,1,0.1,100
GM01571,Game_01571,Microgaming,Virtual Sports,93.54,High,0,0,2020-03-25,1,1,0.2,100
GM01572,Game_01572,Microgaming,Virtual Sports,94.3,High,1,0,2019-04-12,1,1,1.0,250
GM01573,Game_01573,Spribe,Slots,93.07,Medium,1,0,2024-03-10,1,1,0.1,5000
GM01574,Game_01574,Evolution,Virtual Sports,95.58,Medium,1,0,2019-12-23,1,0,0.1,100
GM01575,Game_01575,NetEnt,Slots,96.04,Medium,1,0,2024-01-04,1,0,0.2,500
GM01576,Game_01576,Hacksaw,Live Casino,97.89,Medium,1,1,2023-08-03,1,0,0.1,250
GM01577,Game_01577,Evolution,Slots,94.4,Medium,1,0,2023-07-07,1,1,1.0,5000
GM01578,Game_01578,Hacksaw,Table Games,93.19,High,1,0,2018-06-19,1,1,0.1,5000
GM01579,Game_01579,NetEnt,Crash,96.42,Low,1,0,2018-10-20,1,0,0.1,5000
GM01580,Game_01580,Playtech,Virtual Sports,93.05,Low,0,0,2024-05-08,1,1,0.2,100
GM01581,Game_01581,NetEnt,Crash,95.88,High,1,0,2019-05-15,1,1,0.2,250
GM01582,Game_01582,BGaming,Live Casino,98.21,Low,1,1,2024-05-24,1,1,1.0,500
GM01583,Game_01583,Hacksaw,Table Games,94.84,Low,1,0,2024-07-17,1,0,0.5,100
GM01584,Game_01584,Playtech,Crash,95.36,Medium,1,0,2021-03-02,0,0,0.2,250
GM01585,Game_01585,Relax Gaming,Crash,95.19,Medium,0,0,2018-08-02,1,1,0.2,100
GM01586,Game_01586,Pragmatic Play,Crash,95.31,Medium,1,0,2018-10-27,1,1,0.5,500
GM01587,Game_01587,Evolution,Crash,96.17,Medium,1,0,2023-07-22,1,1,0.5,250
GM01588,Game_01588,Spribe,Slots,98.26,High,1,0,2022-01-17,1,1,1.0,5000
GM01589,Game_01589,Hacksaw,Virtual Sports,96.08,Medium,1,0,2021-07-01,1,1,1.0,5000
GM01590,Game_01590,Evolution,Table Games,96.59,Medium,0,0,2018-09-05,1,1,0.1,250
GM01591,Game_01591,Pragmatic Play,Crash,97.47,High,1,0,2023-05-05,1,1,0.2,100
GM01592,Game_01592,Hacksaw,Crash,97.37,High,1,0,2019-01-20,1,0,0.1,500
GM01593,Game_01593,NetEnt,Slots,94.56,Medium,1,0,2020-09-28,1,0,0.1,100
GM01594,Game_01594,BGaming,Virtual Sports,92.79,Medium,1,0,2019-09-25,0,0,0.1,250
GM01595,Game_01595,Relax Gaming,Virtual Sports,97.26,Low,1,0,2019-06-24,1,0,1.0,500
GM01596,Game_01596,Microgaming,Virtual Sports,92.05,High,0,0,2023-03-15,0,1,0.5,1000
GM01597,Game_01597,BGaming,Crash,92.99,Low,1,0,2021-10-07,1,1,1.0,100
GM01598,Game_01598,Pragmatic Play,Crash,93.64,High,1,0,2019-06-28,1,0,0.5,5000
GM01599,Game_01599,Evolution,Virtual Sports,97.09,Low,0,0,2020-11-02,0,1,0.5,100
GM01600,Game_01600,Microgaming,Virtual Sports,97.02,Low,1,0,2024-01-11,1,0,1.0,5000
GM01601,Game_01601,Microgaming,Virtual Sports,95.2,Low,1,0,2022-12-27,1,0,0.2,5000
GM01602,Game_01602,Spribe,Slots,97.41,Medium,1,0,2022-02-22,1,0,0.1,100
GM01603,Game_01603,Pragmatic Play,Live Casino,96.06,Medium,1,1,2020-02-10,1,1,1.0,250
GM01604,Game_01604,Evolution,Crash,96.02,High,1,0,2020-09-30,0,1,0.1,5000
GM01605,Game_01605,Relax Gaming,Crash,95.21,Low,1,0,2018-12-17,1,0,0.1,1000
GM01606,Game_01606,Spribe,Virtual Sports,92.49,Medium,1,0,2021-08-31,1,1,1.0,5000
GM01607,Game_01607,Relax Gaming,Virtual Sports,93.03,Medium,1,0,2024-10-03,1,1,0.1,500
GM01608,Game_01608,Microgaming,Table Games,92.56,Medium,1,0,2023-04-21,1,0,0.1,5000
GM01609,Game_01609,Evolution,Table Games,96.81,Medium,1,0,2019-05-14,1,1,1.0,500
GM01610,Game_01610,NetEnt,Crash,97.32,High,1,0,2024-01-20,1,1,0.1,500
GM01611,Game_01611,Evolution,Table Games,97.26,Medium,1,0,2020-07-16,1,1,1.0,1000
GM01612,Game_01612,BGaming,Slots,98.22,Low,1,0,2020-02-02,0,1,1.0,1000
GM01613,Game_01613,Evolution,Slots,98.45,Medium,1,0,2020-04-16,1,1,0.2,1000
GM01614,Game_01614,Hacksaw,Table Games,93.27,High,1,0,2024-07-30,1,1,0.1,500
GM01615,Game_01615,Spribe,Live Casino,96.65,High,1,1,2018-01-14,1,0,1.0,500
GM01616,Game_01616,BGaming,Crash,92.64,Low,1,0,2022-05-12,1,1,0.2,1000
GM01617,Game_01617,Spribe,Crash,95.19,High,1,0,2023-10-20,1,0,1.0,250
GM01618,Game_01618,Relax Gaming,Slots,93.45,Medium,0,0,2023-02-14,1,1,0.5,1000
GM01619,Game_01619,Spribe,Crash,95.35,Medium,0,0,2024-03-22,1,1,0.5,1000
GM01620,Game_01620,Microgaming,Virtual Sports,93.14,Low,1,0,2019-05-15,1,1,0.1,5000
GM01621,Game_01621,Pragmatic Play,Virtual Sports,93.64,High,1,0,2024-06-08,0,1,0.1,250
GM01622,Game_01622,Playtech,Virtual Sports,98.01,Medium,1,0,2021-01-01,1,1,0.2,500
GM01623,Game_01623,Evolution,Live Casino,96.89,Medium,1,1,2020-11-07,1,0,0.2,250
GM01624,Game_01624,Play n GO,Live Casino,97.44,High,1,1,2018-11-26,1,1,1.0,250
GM01625,Game_01625,NetEnt,Table Games,93.47,High,1,0,2018-05-22,1,1,0.5,500
GM01626,Game_01626,Pragmatic Play,Slots,97.49,High,1,0,2022-10-18,1,0,0.2,100
GM01627,Game_01627,Evolution,Live Casino,98.87,High,1,1,2019-07-28,1,0,1.0,500
GM01628,Game_01628,Evolution,Virtual Sports,94.63,High,1,0,2023-11-24,1,1,1.0,5000
GM01629,Game_01629,Playtech,Table Games,96.19,Low,1,0,2022-05-31,1,1,0.2,500
GM01630,Game_01630,Play n GO,Table Games,96.59,Low,1,0,2022-06-16,1,0,0.2,250
GM01631,Game_01631,Hacksaw,Crash,95.25,Medium,1,0,2023-07-18,1,1,0.1,250
GM01632,Game_01632,Spribe,Virtual Sports,95.07,Medium,1,0,2019-01-29,1,0,0.1,250
GM01633,Game_01633,NetEnt,Table Games,98.23,Low,1,0,2023-07-04,1,1,1.0,1000
GM01634,Game_01634,Pragmatic Play,Slots,92.91,High,1,0,2019-06-05,1,0,0.1,1000
GM01635,Game_01635,Hacksaw,Virtual Sports,97.46,High,1,0,2024-03-25,1,1,0.5,500
GM01636,Game_01636,Hacksaw,Crash,94.23,Medium,1,0,2021-10-21,0,1,0.2,1000
GM01637,Game_01637,Pragmatic Play,Virtual Sports,93.99,Low,1,0,2018-08-30,1,1,0.2,1000
GM01638,Game_01638,Play n GO,Table Games,98.41,High,1,0,2021-07-30,1,0,0.2,5000
GM01639,Game_01639,Spribe,Slots,92.55,Medium,1,0,2019-01-25,1,0,0.1,500
GM01640,Game_01640,Relax Gaming,Crash,97.75,Low,1,0,2020-09-02,1,0,1.0,5000
GM01641,Game_01641,Spribe,Crash,97.21,Medium,1,0,2019-02-20,1,0,1.0,1000
GM01642,Game_01642,Hacksaw,Live Casino,97.64,Low,1,1,2021-04-18,1,0,0.1,1000
GM01643,Game_01643,Relax Gaming,Table Games,93.98,Medium,0,0,2022-12-09,1,1,0.1,5000
GM01644,Game_01644,Evolution,Virtual Sports,92.89,High,1,0,2019-07-25,1,1,1.0,100
GM01645,Game_01645,Playtech,Table Games,97.47,Medium,1,0,2020-09-04,0,1,1.0,100
GM01646,Game_01646,Hacksaw,Crash,94.58,High,1,0,2019-04-18,1,1,0.1,5000
GM01647,Game_01647,Hacksaw,Virtual Sports,96.61,Medium,1,0,2023-02-25,1,1,0.2,100
GM01648,Game_01648,Pragmatic Play,Live Casino,98.74,High,1,1,2022-03-23,1,1,1.0,5000
GM01649,Game_01649,Play n GO,Crash,97.95,Low,1,0,2021-04-15,0,1,0.2,500
GM01650,Game_01650,NetEnt,Virtual Sports,95.66,Low,1,0,2021-12-22,1,1,1.0,500
GM01651,Game_01651,NetEnt,Virtual Sports,95.77,High,1,0,2022-09-19,1,1,1.0,100
GM01652,Game_01652,Pragmatic Play,Table Games,96.53,Medium,1,0,2020-05-01,1,1,0.1,1000
GM01653,Game_01653,Relax Gaming,Virtual Sports,95.05,Medium,1,0,2019-08-07,1,0,0.5,1000
GM01654,Game_01654,Relax Gaming,Crash,96.08,Medium,1,0,2022-07-26,1,0,0.5,5000
GM01655,Game_01655,Microgaming,Crash,92.05,Medium,1,0,2020-06-24,1,1,0.1,500
GM01656,Game_01656,Hacksaw,Slots,97.03,Medium,1,0,2021-03-26,1,1,0.5,5000
GM01657,Game_01657,Pragmatic Play,Slots,95.0,High,1,0,2019-03-04,1,0,1.0,1000
GM01658,Game_01658,Play n GO,Live Casino,96.76,Low,1,1,2022-11-05,1,1,1.0,5000
GM01659,Game_01659,Playtech,Virtual Sports,96.72,High,0,0,2024-10-30,1,0,0.5,1000
GM01660,Game_01660,Spribe,Virtual Sports,96.1,Low,1,0,2020-09-09,1,1,0.2,250
GM01661,Game_01661,Evolution,Slots,95.57,Low,1,0,2019-04-18,1,0,1.0,500
GM01662,Game_01662,Pragmatic Play,Crash,96.47,High,1,0,2024-06-04,1,0,0.2,250
GM01663,Game_01663,Evolution,Table Games,92.56,Low,1,0,2019-07-01,1,0,1.0,500
GM01664,Game_01664,Evolution,Crash,94.56,High,1,0,2020-02-22,1,0,1.0,250
GM01665,Game_01665,BGaming,Crash,98.39,High,1,0,2021-03-14,1,0,0.2,100
GM01666,Game_01666,Relax Gaming,Live Casino,99.24,Low,1,1,2018-09-17,1,1,1.0,5000
GM01667,Game_01667,Relax Gaming,Virtual Sports,98.18,Low,1,0,2022-12-21,1,1,1.0,500
GM01668,Game_01668,BGaming,Crash,92.3,High,0,0,2019-07-30,1,0,0.2,1000
GM01669,Game_01669,BGaming,Crash,92.43,High,1,0,2020-08-27,1,0,0.5,1000
GM01670,Game_01670,Evolution,Live Casino,98.12,Medium,1,1,2022-06-19,1,0,0.5,100
GM01671,Game_01671,Playtech,Live Casino,97.29,Medium,1,1,2022-09-05,1,1,0.2,500
GM01672,Game_01672,Playtech,Crash,94.98,Medium,1,0,2023-12-14,1,1,0.2,100
GM01673,Game_01673,Microgaming,Crash,94.53,High,1,0,2018-05-11,1,0,0.1,500
GM01674,Game_01674,Playtech,Slots,95.08,Low,0,0,2020-12-07,1,1,0.2,100
GM01675,Game_01675,Pragmatic Play,Table Games,92.43,High,1,0,2019-11-18,1,1,0.5,5000
GM01676,Game_01676,Microgaming,Virtual Sports,93.86,Medium,1,0,2021-12-18,1,0,0.1,100
GM01677,Game_01677,Play n GO,Live Casino,96.82,Medium,0,1,2023-08-03,1,0,1.0,5000
GM01678,Game_01678,Play n GO,Live Casino,97.89,Medium,1,1,2022-08-07,1,0,0.5,5000
GM01679,Game_01679,Evolution,Crash,97.6,Low,1,0,2020-04-23,1,0,1.0,5000
GM01680,Game_01680,Pragmatic Play,Table Games,96.77,Medium,1,0,2018-04-21,1,0,0.2,100
GM01681,Game_01681,Pragmatic Play,Slots,97.24,Medium,1,0,2020-02-27,0,1,0.2,250
GM01682,Game_01682,Hacksaw,Live Casino,96.27,High,1,1,2024-05-03,1,1,0.5,5000
GM01683,Game_01683,Playtech,Crash,93.34,Medium,1,0,2021-03-26,1,0,0.1,100
GM01684,Game_01684,Evolution,Table Games,97.17,Medium,1,0,2023-08-09,1,1,0.2,250
GM01685,Game_01685,Play n GO,Slots,97.29,High,1,0,2019-07-25,1,1,0.2,500
GM01686,Game_01686,NetEnt,Crash,92.37,Medium,1,0,2019-05-31,1,0,0.2,250
GM01687,Game_01687,Evolution,Table Games,97.52,Low,1,0,2018-10-20,1,1,0.2,250
GM01688,Game_01688,BGaming,Virtual Sports,97.91,Medium,1,0,2022-01-03,1,0,0.2,100
GM01689,Game_01689,Hacksaw,Slots,95.93,Low,1,0,2024-09-30,1,1,0.2,500
GM01690,Game_01690,Hacksaw,Virtual Sports,93.6,High,1,0,2021-09-25,1,1,0.2,250
GM01691,Game_01691,NetEnt,Table Games,93.87,Low,1,0,2020-07-28,1,0,1.0,100
GM01692,Game_01692,Hacksaw,Table Games,94.7,High,1,0,2022-07-17,1,1,0.2,5000
GM01693,Game_01693,Play n GO,Table Games,95.49,Medium,1,0,2023-09-30,1,0,1.0,250
GM01694,Game_01694,Evolution,Virtual Sports,98.15,High,1,0,2020-06-01,1,0,1.0,5000
GM01695,Game_01695,NetEnt,Table Games,95.59,Medium,1,0,2022-03-11,1,1,0.1,250
GM01696,Game_01696,Play n GO,Slots,94.56,Low,1,0,2024-07-04,1,0,0.5,5000
GM01697,Game_01697,Spribe,Slots,96.96,Medium,1,0,2021-03-05,1,0,0.5,250
GM01698,Game_01698,Relax Gaming,Virtual Sports,97.68,Medium,1,0,2020-12-08,1,0,1.0,100
GM01699,Game_01699,NetEnt,Crash,94.37,High,1,0,2021-10-19,1,1,1.0,500
GM01700,Game_01700,Evolution,Crash,97.6,Low,1,0,2018-08-17,1,1,0.2,250
GM01701,Game_01701,Pragmatic Play,Virtual Sports,96.84,Medium,0,0,2019-08-06,1,0,0.1,100
GM01702,Game_01702,BGaming,Table Games,92.87,Low,1,0,2022-01-14,1,0,0.1,1000
GM01703,Game_01703,Microgaming,Table Games,98.4,High,1,0,2024-09-15,1,0,0.5,500
GM01704,Game_01704,Playtech,Slots,95.14,Medium,1,0,2021-01-19,1,1,0.1,100
GM01705,Game_01705,Relax Gaming,Virtual Sports,96.31,Medium,0,0,2019-02-22,1,1,0.1,1000
GM01706,Game_01706,Hacksaw,Virtual Sports,92.97,Low,1,0,2022-03-23,1,0,0.1,1000
GM01707,Game_01707,Hacksaw,Table Games,95.88,Medium,0,0,2020-02-23,1,1,1.0,250
GM01708,Game_01708,NetEnt,Live Casino,98.29,Low,1,1,2018-03-27,1,0,1.0,1000
GM01709,Game_01709,Pragmatic Play,Live Casino,96.43,Medium,0,1,2023-11-13,1,1,0.2,1000
GM01710,Game_01710,Spribe,Live Casino,98.22,Medium,1,1,2020-02-06,1,0,0.5,250
GM01711,Game_01711,Play n GO,Table Games,96.7,Low,1,0,2018-11-16,1,1,0.1,100
GM01712,Game_01712,Hacksaw,Virtual Sports,96.05,High,0,0,2019-08-24,1,1,0.5,100
GM01713,Game_01713,Hacksaw,Table Games,93.67,Low,1,0,2021-05-12,1,0,1.0,100
GM01714,Game_01714,Playtech,Slots,93.15,High,1,0,2018-12-28,1,0,0.1,5000
GM01715,Game_01715,Playtech,Virtual Sports,95.31,Low,1,0,2020-02-28,1,1,0.5,250
GM01716,Game_01716,Pragmatic Play,Crash,97.78,High,1,0,2022-01-16,1,0,0.1,500
GM01717,Game_01717,Playtech,Live Casino,96.11,High,1,1,2019-10-14,1,1,1.0,250
GM01718,Game_01718,Spribe,Table Games,92.27,High,1,0,2019-08-02,1,0,1.0,5000
GM01719,Game_01719,Spribe,Virtual Sports,97.79,Medium,0,0,2018-07-29,1,0,1.0,5000
GM01720,Game_01720,NetEnt,Crash,93.35,High,1,0,2018-07-22,1,0,0.1,1000
GM01721,Game_01721,Hacksaw,Crash,96.64,Low,1,0,2018-06-16,1,1,0.2,1000
GM01722,Game_01722,Playtech,Crash,95.44,Medium,1,0,2020-11-11,1,1,1.0,500
GM01723,Game_01723,Play n GO,Table Games,93.16,High,1,0,2018-04-12,1,0,0.1,250
GM01724,Game_01724,BGaming,Live Casino,98.22,Medium,1,1,2024-03-24,1,1,0.1,5000
GM01725,Game_01725,NetEnt,Slots,92.22,Medium,1,0,2019-07-28,1,0,0.1,1000
GM01726,Game_01726,Relax Gaming,Live Casino,99.12,High,0,1,2018-10-09,1,1,0.1,100
GM01727,Game_01727,Play n GO,Virtual Sports,95.41,High,1,0,2020-11-03,0,0,0.2,5000
GM01728,Game_01728,Relax Gaming,Virtual Sports,96.73,Medium,1,0,2022-03-16,1,0,0.2,500
GM01729,Game_01729,BGaming,Live Casino,99.34,Medium,0,1,2018-08-11,1,0,0.2,100
GM01730,Game_01730,Playtech,Slots,94.23,High,1,0,2024-08-17,1,1,0.1,500
GM01731,Game_01731,BGaming,Crash,92.24,Medium,0,0,2019-08-20,1,0,0.1,250
GM01732,Game_01732,Pragmatic Play,Live Casino,97.93,Medium,1,1,2020-12-08,1,0,0.1,5000
GM01733,Game_01733,Spribe,Table Games,97.41,High,1,0,2021-10-15,1,0,0.5,500
GM01734,Game_01734,Relax Gaming,Table Games,92.9,Medium,1,0,2020-01-15,1,0,0.1,5000
GM01735,Game_01735,Pragmatic Play,Table Games,94.02,Medium,0,0,2019-02-08,1,1,0.2,250
GM01736,Game_01736,Relax Gaming,Live Casino,97.17,Medium,1,1,2024-06-14,1,1,1.0,1000
GM01737,Game_01737,Hacksaw,Slots,93.66,High,1,0,2020-09-15,1,0,1.0,250
GM01738,Game_01738,Play n GO,Live Casino,99.35,Low,1,1,2018-05-31,1,1,0.1,250
GM01739,Game_01739,Pragmatic Play,Crash,96.15,Medium,0,0,2021-08-25,1,0,0.5,250
GM01740,Game_01740,Spribe,Crash,97.63,Medium,1,0,2023-04-12,1,1,1.0,250
GM01741,Game_01741,Play n GO,Slots,94.84,Medium,1,0,2023-02-20,1,1,0.2,500
GM01742,Game_01742,Play n GO,Virtual Sports,93.26,Medium,1,0,2023-05-22,1,0,0.5,250
GM01743,Game_01743,Playtech,Slots,95.1,High,1,0,2022-07-03,1,0,0.1,5000
GM01744,Game_01744,Playtech,Virtual Sports,96.91,Medium,1,0,2021-08-24,1,0,1.0,250
GM01745,Game_01745,Relax Gaming,Virtual Sports,94.92,Medium,1,0,2020-05-20,1,0,0.1,1000
GM01746,Game_01746,Microgaming,Slots,97.92,Low,1,0,2021-01-31,1,1,1.0,250
GM01747,Game_01747,NetEnt,Virtual Sports,95.46,High,1,0,2019-07-11,1,1,0.5,250
GM01748,Game_01748,BGaming,Table Games,97.69,High,1,0,2023-08-14,1,1,1.0,250
GM01749,Game_01749,NetEnt,Table Games,92.79,High,0,0,2019-08-06,1,1,1.0,5000
GM01750,Game_01750,Hacksaw,Crash,92.93,Medium,1,0,2019-09-23,1,1,0.5,250
GM01751,Game_01751,NetEnt,Table Games,97.48,High,1,0,2022-06-07,1,1,0.1,250
GM01752,Game_01752,BGaming,Live Casino,99.23,High,1,1,2023-05-13,1,0,0.1,5000
GM01753,Game_01753,Hacksaw,Live Casino,98.63,Low,0,1,2021-08-04,1,0,0.1,1000
GM01754,Game_01754,Evolution,Slots,98.25,Low,1,0,2021-11-02,1,1,0.5,5000
GM01755,Game_01755,Spribe,Virtual Sports,97.89,Low,1,0,2021-06-13,1,0,0.5,5000
GM01756,Game_01756,Play n GO,Virtual Sports,97.99,Low,1,0,2022-05-19,1,1,1.0,5000
GM01757,Game_01757,Pragmatic Play,Table Games,98.4,Medium,1,0,2021-05-03,1,1,0.5,1000
GM01758,Game_01758,Microgaming,Slots,92.55,Low,1,0,2022-09-01,1,0,0.1,5000
GM01759,Game_01759,Hacksaw,Live Casino,97.11,Medium,1,1,2022-10-17,1,1,1.0,100
GM01760,Game_01760,Play n GO,Crash,92.75,High,1,0,2021-01-06,1,1,1.0,250
GM01761,Game_01761,Evolution,Crash,93.97,Low,1,0,2018-10-11,1,0,0.2,250
GM01762,Game_01762,BGaming,Table Games,96.06,High,1,0,2023-08-31,1,1,0.1,5000
GM01763,Game_01763,Hacksaw,Virtual Sports,96.61,Medium,1,0,2023-08-25,1,0,0.1,250
GM01764,Game_01764,Microgaming,Slots,96.82,Low,1,0,2022-10-01,1,1,1.0,500
GM01765,Game_01765,Spribe,Live Casino,98.51,Medium,1,1,2020-09-06,1,1,0.5,5000
GM01766,Game_01766,NetEnt,Live Casino,98.11,Low,1,1,2022-10-28,1,1,0.2,250
GM01767,Game_01767,NetEnt,Virtual Sports,93.5,Medium,1,0,2020-12-09,1,1,0.2,100
GM01768,Game_01768,Hacksaw,Slots,95.31,High,1,0,2023-06-18,1,1,1.0,5000
GM01769,Game_01769,BGaming,Live Casino,98.77,Medium,1,1,2019-05-09,1,0,0.5,250
GM01770,Game_01770,BGaming,Virtual Sports,95.34,Low,1,0,2023-04-06,1,1,1.0,500
GM01771,Game_01771,Spribe,Live Casino,97.44,Medium,1,1,2018-03-22,1,1,1.0,5000
GM01772,Game_01772,Play n GO,Live Casino,96.62,Medium,1,1,2021-08-27,1,0,0.1,1000
GM01773,Game_01773,Spribe,Crash,92.1,High,1,0,2020-06-05,1,0,1.0,500
GM01774,Game_01774,Hacksaw,Slots,92.89,High,1,0,2019-07-03,1,0,1.0,100
GM01775,Game_01775,BGaming,Slots,98.39,High,0,0,2024-02-25,1,1,0.1,1000
GM01776,Game_01776,NetEnt,Crash,96.42,Medium,1,0,2020-07-07,0,0,0.2,500
GM01777,Game_01777,Evolution,Live Casino,98.32,Medium,0,1,2022-08-13,1,1,1.0,5000
GM01778,Game_01778,Evolution,Live Casino,97.34,Medium,1,1,2023-12-31,1,1,0.5,1000
GM01779,Game_01779,Relax Gaming,Slots,96.11,Medium,1,0,2019-10-11,1,1,0.2,500
GM01780,Game_01780,BGaming,Live Casino,97.6,Medium,1,1,2021-11-04,1,1,1.0,1000
GM01781,Game_01781,Playtech,Virtual Sports,97.74,High,1,0,2018-11-09,1,1,0.2,500
GM01782,Game_01782,Spribe,Crash,96.64,Medium,1,0,2021-01-15,1,1,1.0,500
GM01783,Game_01783,Relax Gaming,Slots,97.72,Medium,1,0,2022-07-30,1,0,0.5,250
GM01784,Game_01784,Relax Gaming,Virtual Sports,97.83,Medium,1,0,2020-03-29,1,0,0.1,100
GM01785,Game_01785,Play n GO,Virtual Sports,94.82,High,1,0,2020-12-20,1,0,0.1,1000
GM01786,Game_01786,NetEnt,Slots,93.09,High,1,0,2022-08-15,1,1,1.0,100
GM01787,Game_01787,NetEnt,Virtual Sports,94.67,Medium,1,0,2020-07-15,1,1,0.5,1000
GM01788,Game_01788,BGaming,Crash,92.5,High,1,0,2018-04-19,1,0,0.1,5000
GM01789,Game_01789,BGaming,Virtual Sports,97.26,High,1,0,2018-08-27,1,0,0.2,5000
GM01790,Game_01790,Playtech,Live Casino,99.24,Medium,1,1,2023-09-10,1,0,1.0,500
GM01791,Game_01791,Relax Gaming,Virtual Sports,92.97,High,1,0,2023-09-26,1,0,1.0,500
GM01792,Game_01792,Pragmatic Play,Table Games,93.79,Low,1,0,2018-10-09,1,0,0.1,100
GM01793,Game_01793,Hacksaw,Crash,94.15,Low,1,0,2018-12-16,1,1,0.1,250
GM01794,Game_01794,BGaming,Slots,95.75,Low,0,0,2018-09-28,1,1,0.1,250
GM01795,Game_01795,Spribe,Crash,93.87,High,1,0,2019-04-24,1,1,0.2,1000
GM01796,Game_01796,Evolution,Live Casino,99.44,Medium,1,1,2023-11-07,1,0,1.0,250
GM01797,Game_01797,Playtech,Crash,93.15,Low,1,0,2023-06-14,1,1,0.5,500
GM01798,Game_01798,Relax Gaming,Slots,94.47,Low,1,0,2021-04-16,1,1,0.1,250
GM01799,Game_01799,NetEnt,Live Casino,99.09,Medium,1,1,2019-01-04,1,0,0.2,1000
GM01800,Game_01800,Playtech,Slots,97.46,High,1,0,2018-02-08,1,0,0.2,1000
GM01801,Game_01801,NetEnt,Table Games,96.04,Medium,1,0,2022-10-21,1,1,0.1,5000
GM01802,Game_01802,Microgaming,Virtual Sports,94.18,Medium,1,0,2018-07-18,1,1,0.1,5000
GM01803,Game_01803,NetEnt,Table Games,95.35,Medium,1,0,2021-09-11,1,1,0.1,100
GM01804,Game_01804,NetEnt,Table Games,96.73,Medium,0,0,2022-01-05,1,1,0.5,100
GM01805,Game_01805,BGaming,Crash,97.21,High,1,0,2021-12-03,0,1,1.0,5000
GM01806,Game_01806,Microgaming,Table Games,96.35,Medium,1,0,2022-12-31,1,0,0.1,1000
GM01807,Game_01807,Play n GO,Slots,96.22,High,1,0,2019-05-17,1,0,0.5,5000
GM01808,Game_01808,Spribe,Crash,92.06,High,1,0,2021-09-04,1,1,0.2,500
GM01809,Game_01809,Playtech,Live Casino,96.7,High,0,1,2021-12-01,1,0,0.2,100
GM01810,Game_01810,NetEnt,Table Games,93.28,Medium,0,0,2024-03-21,0,0,0.5,1000
GM01811,Game_01811,Spribe,Live Casino,96.74,Medium,1,1,2024-07-21,1,1,1.0,5000
GM01812,Game_01812,Relax Gaming,Slots,95.03,Medium,0,0,2019-05-12,0,0,0.5,1000
GM01813,Game_01813,Playtech,Live Casino,99.01,High,1,1,2018-11-19,1,0,0.1,500
GM01814,Game_01814,Spribe,Crash,98.23,High,1,0,2022-09-22,1,0,1.0,500
GM01815,Game_01815,Hacksaw,Virtual Sports,97.39,Medium,1,0,2020-01-29,1,0,0.2,100
GM01816,Game_01816,Microgaming,Crash,93.29,Medium,1,0,2022-05-31,0,1,0.2,250
GM01817,Game_01817,Relax Gaming,Slots,94.06,Medium,1,0,2021-10-15,1,0,0.2,5000
GM01818,Game_01818,Relax Gaming,Virtual Sports,93.12,High,1,0,2018-12-11,1,1,0.5,1000
GM01819,Game_01819,Relax Gaming,Table Games,96.68,High,0,0,2021-03-02,1,1,0.1,100
GM01820,Game_01820,Evolution,Crash,92.58,Medium,0,0,2019-07-05,1,1,0.1,100
GM01821,Game_01821,NetEnt,Virtual Sports,92.64,Low,0,0,2020-02-07,1,1,0.5,5000
GM01822,Game_01822,Microgaming,Table Games,96.74,Medium,1,0,2023-04-08,1,1,0.2,100
GM01823,Game_01823,Microgaming,Virtual Sports,97.02,Medium,1,0,2024-06-07,1,1,0.2,5000
GM01824,Game_01824,Microgaming,Virtual Sports,93.21,Medium,1,0,2024-07-15,1,1,0.2,250
GM01825,Game_01825,Relax Gaming,Virtual Sports,92.6,Medium,1,0,2018-12-03,0,1,1.0,500
GM01826,Game_01826,Hacksaw,Crash,92.84,High,1,0,2021-07-15,1,1,1.0,500
GM01827,Game_01827,Relax Gaming,Table Games,97.53,High,1,0,2023-01-06,1,0,0.2,1000
GM01828,Game_01828,Play n GO,Virtual Sports,92.16,High,1,0,2022-11-04,1,1,1.0,250
GM01829,Game_01829,Play n GO,Live Casino,97.48,Medium,1,1,2024-02-25,1,0,0.2,500
GM01830,Game_01830,BGaming,Crash,96.74,Medium,1,0,2018-11-07,1,1,0.5,5000
GM01831,Game_01831,Hacksaw,Virtual Sports,94.22,Low,1,0,2020-02-21,1,1,1.0,100
