bet_id,operator_id,player_id,bet_date,sport,market_type,bet_type,stake_usd,odds,potential_payout_usd,status,actual_payout_usd,operator_margin_usd,live_bet,country
BET0004724,OP0038,PLR006865,2024-04-28,Baseball,Correct Score,Single,63.03,4.56,287.42,Lost,0,63.03,1,NG
BET0004725,OP0048,PLR006468,2024-05-20,Esports,Correct Score,Single,490.63,7.37,3615.94,Lost,0,490.63,0,CA
BET0004726,OP0070,PLR006285,2023-06-19,Rugby,First Goal Scorer,Accumulator,484.43,2.41,1167.48,Won,1167.48,-683.05,1,IN
BET0004727,OP0009,PLR001258,2024-02-11,Rugby,Both Teams Score,System,340.19,1.15,391.22,Won,391.22,-51.03,0,IN
BET0004728,OP0076,PLR005040,2024-05-05,Rugby,Match Winner,Single,214.43,9.22,1977.04,Lost,0,214.43,0,BR
BET0004729,OP0058,PLR006323,2024-07-28,Basketball,Asian Handicap,Single,242.0,6.48,1568.16,Lost,0,242.0,0,IN
BET0004730,OP0064,PLR006585,2023-10-18,Tennis,Asian Handicap,Single,415.01,5.9,2448.56,Won,2448.56,-2033.55,0,NG
BET0004731,OP0040,PLR003839,2023-12-31,Football,First Goal Scorer,Single,184.37,2.35,433.27,Won,433.27,-248.9,1,GB
BET0004732,OP0065,PLR004584,2024-08-26,Baseball,First Goal Scorer,Single,22.36,13.7,306.33,Lost,0,22.36,1,NG
BET0004733,OP0050,PLR004225,2023-06-14,Football,Correct Score,Single,309.66,6.91,2139.75,Pending,0,309.66,0,ZA
BET0004734,OP0054,PLR007038,2024-12-01,Basketball,Over/Under,Accumulator,147.2,3.06,450.43,Won,450.43,-303.23,1,PH
BET0004735,OP0061,PLR007195,2024-05-21,Esports,Correct Score,Single,178.8,1.4,250.32,Lost,0,178.8,0,IN
BET0004736,OP0060,PLR005192,2024-08-23,Football,First Goal Scorer,Single,422.33,6.99,2952.09,Lost,0,422.33,1,IN
BET0004737,OP0008,PLR002039,2024-10-15,Cricket,Over/Under,Single,119.16,4.21,501.66,Pending,0,119.16,1,BR
BET0004738,OP0061,PLR003011,2023-04-28,Football,Asian Handicap,Single,479.69,4.09,1961.93,Lost,0,479.69,0,GB
BET0004739,OP0008,PLR000294,2023-01-25,Basketball,Asian Handicap,Single,67.8,6.03,408.83,Won,408.83,-341.03,1,DE
BET0004740,OP0054,PLR001059,2024-10-02,Baseball,Correct Score,Single,165.95,3.33,552.61,Pending,0,165.95,0,BR
BET0004741,OP0069,PLR001111,2023-08-17,Cricket,First Goal Scorer,Single,145.53,14.68,2136.38,Won,2136.38,-1990.85,0,BR
BET0004742,OP0007,PLR005212,2023-04-19,Tennis,Over/Under,Single,274.65,8.9,2444.38,Won,2444.38,-2169.73,1,CA
BET0004743,OP0075,PLR007781,2023-03-11,Football,Both Teams Score,Single,392.03,3.76,1474.03,Won,1474.03,-1082.0,1,ZA
BET0004744,OP0028,PLR004553,2024-02-04,Cricket,Correct Score,Accumulator,221.56,6.58,1457.86,Lost,0,221.56,0,PH
BET0004745,OP0001,PLR007989,2023-12-15,Basketball,Match Winner,Single,428.39,6.34,2715.99,Void,428.39,0.0,0,NG
BET0004746,OP0040,PLR005307,2024-04-26,Cricket,Asian Handicap,Single,459.18,3.97,1822.94,Lost,0,459.18,0,GB
BET0004747,OP0033,PLR002983,2023-05-26,Esports,Over/Under,Accumulator,470.8,12.29,5786.13,Pending,0,470.8,0,NG
BET0004748,OP0001,PLR004125,2023-11-22,Tennis,Over/Under,Single,75.21,6.05,455.02,Void,75.21,0.0,1,NG
BET0004749,OP0037,PLR003484,2024-11-24,Tennis,Over/Under,Single,104.0,12.97,1348.88,Lost,0,104.0,1,ZA
BET0004750,OP0054,PLR004935,2024-03-27,Esports,Match Winner,Single,216.82,1.51,327.4,Lost,0,216.82,0,AU
BET0004751,OP0013,PLR001771,2024-04-27,Football,Over/Under,Accumulator,216.24,7.03,1520.17,Won,1520.17,-1303.93,1,NG
BET0004752,OP0003,PLR001150,2024-03-11,Esports,Asian Handicap,Single,382.02,5.49,2097.29,Lost,0,382.02,0,CA
BET0004753,OP0057,PLR000331,2024-04-19,Esports,Correct Score,Single,36.96,5.6,206.98,Won,206.98,-170.02,0,IN
BET0004754,OP0011,PLR002493,2023-02-21,Basketball,Correct Score,Single,188.97,9.35,1766.87,Lost,0,188.97,0,IN
BET0004755,OP0009,PLR000064,2023-10-15,Esports,Over/Under,Accumulator,244.33,12.76,3117.65,Lost,0,244.33,0,IN
BET0004756,OP0019,PLR000796,2024-05-17,Baseball,Match Winner,Accumulator,447.95,6.35,2844.48,Lost,0,447.95,0,PH
BET0004757,OP0055,PLR006321,2024-08-11,Cricket,Match Winner,Single,128.15,10.71,1372.49,Lost,0,128.15,0,NG
BET0004758,OP0019,PLR007810,2023-03-10,Esports,Both Teams Score,Accumulator,154.76,9.49,1468.67,Lost,0,154.76,0,DE
BET0004759,OP0004,PLR003799,2024-08-26,Esports,Both Teams Score,Accumulator,287.71,9.62,2767.77,Lost,0,287.71,0,CA
BET0004760,OP0077,PLR006381,2024-12-24,Esports,First Goal Scorer,Single,410.69,12.23,5022.74,Lost,0,410.69,1,KE
BET0004761,OP0053,PLR004379,2024-08-28,Rugby,Asian Handicap,Single,106.92,8.06,861.78,Lost,0,106.92,1,AU
BET0004762,OP0053,PLR002707,2023-10-13,Rugby,First Goal Scorer,Single,488.65,3.1,1514.82,Pending,0,488.65,0,IN
BET0004763,OP0028,PLR002613,2023-12-13,Basketball,First Goal Scorer,Single,297.74,11.29,3361.48,Lost,0,297.74,0,PH
BET0004764,OP0062,PLR004848,2024-05-22,Baseball,Correct Score,Single,128.89,5.0,644.45,Lost,0,128.89,0,KE
BET0004765,OP0048,PLR007944,2024-03-19,Football,Match Winner,Single,156.4,3.02,472.33,Pending,0,156.4,0,BR
BET0004766,OP0011,PLR006144,2024-02-09,Esports,Match Winner,Single,217.39,14.1,3065.2,Won,3065.2,-2847.81,1,AU
BET0004767,OP0035,PLR001091,2024-04-16,Football,First Goal Scorer,Single,380.96,10.15,3866.74,Won,3866.74,-3485.78,0,IN
BET0004768,OP0028,PLR004246,2024-07-17,Cricket,Correct Score,Single,51.34,2.42,124.24,Won,124.24,-72.9,1,BR
BET0004769,OP0011,PLR001752,2023-09-23,Cricket,Both Teams Score,Single,488.02,14.94,7291.02,Void,488.02,0.0,1,GB
BET0004770,OP0079,PLR007890,2024-03-19,Cricket,Both Teams Score,Accumulator,39.08,2.28,89.1,Lost,0,39.08,0,PH
BET0004771,OP0037,PLR002013,2024-01-17,Cricket,Asian Handicap,Single,209.03,2.06,430.6,Lost,0,209.03,0,GB
BET0004772,OP0059,PLR005041,2023-01-11,Esports,Over/Under,Single,427.47,11.39,4868.88,Lost,0,427.47,1,AU
BET0004773,OP0042,PLR000073,2023-06-28,Esports,Both Teams Score,Single,473.32,3.39,1604.55,Lost,0,473.32,0,PH
BET0004774,OP0019,PLR005402,2023-09-30,Baseball,Over/Under,Accumulator,119.41,11.08,1323.06,Lost,0,119.41,0,AU
BET0004775,OP0069,PLR003070,2024-05-18,Esports,First Goal Scorer,Accumulator,259.61,14.66,3805.88,Lost,0,259.61,0,NG
BET0004776,OP0068,PLR006007,2023-06-02,Tennis,Match Winner,Accumulator,256.61,4.1,1052.1,Lost,0,256.61,1,AU
BET0004777,OP0075,PLR003311,2023-12-12,Football,First Goal Scorer,Single,220.58,9.29,2049.19,Won,2049.19,-1828.61,1,PH
BET0004778,OP0046,PLR006368,2024-05-20,Rugby,First Goal Scorer,Single,120.09,8.08,970.33,Lost,0,120.09,0,ZA
BET0004779,OP0071,PLR003597,2023-02-25,Basketball,First Goal Scorer,Accumulator,150.61,12.62,1900.7,Won,1900.7,-1750.09,1,BR
BET0004780,OP0032,PLR002155,2024-06-23,Football,Both Teams Score,Single,179.99,12.01,2161.68,Won,2161.68,-1981.69,1,KE
BET0004781,OP0063,PLR005526,2023-01-13,Baseball,Over/Under,Single,344.94,4.06,1400.46,Lost,0,344.94,0,IN
BET0004782,OP0008,PLR000397,2023-10-04,Rugby,Asian Handicap,Single,153.36,1.28,196.3,Won,196.3,-42.94,1,DE
BET0004783,OP0052,PLR006708,2024-01-10,Football,First Goal Scorer,Single,402.93,10.26,4134.06,Pending,0,402.93,0,IN
BET0004784,OP0032,PLR001623,2023-11-25,Football,First Goal Scorer,Single,231.08,11.3,2611.2,Lost,0,231.08,0,PH
BET0004785,OP0059,PLR007615,2023-04-16,Tennis,Both Teams Score,System,385.63,5.93,2286.79,Lost,0,385.63,0,ZA
BET0004786,OP0006,PLR007462,2023-08-14,Tennis,First Goal Scorer,Single,499.5,5.51,2752.24,Lost,0,499.5,0,PH
BET0004787,OP0004,PLR000628,2024-04-18,Baseball,Both Teams Score,Accumulator,82.87,4.91,406.89,Lost,0,82.87,0,ZA
BET0004788,OP0073,PLR004368,2023-01-26,Football,Both Teams Score,Single,172.81,12.21,2110.01,Lost,0,172.81,0,CA
BET0004789,OP0070,PLR002582,2024-12-08,Basketball,Both Teams Score,Accumulator,317.31,11.32,3591.95,Won,3591.95,-3274.64,0,ZA
BET0004790,OP0056,PLR007866,2023-06-21,Football,Match Winner,Single,83.3,12.02,1001.27,Pending,0,83.3,1,GB
BET0004791,OP0055,PLR004859,2023-07-13,Baseball,Asian Handicap,Accumulator,188.85,3.33,628.87,Lost,0,188.85,1,NG
BET0004792,OP0058,PLR005666,2024-06-23,Tennis,Over/Under,Accumulator,498.2,5.09,2535.84,Lost,0,498.2,1,PH
BET0004793,OP0038,PLR007007,2023-10-09,Football,Both Teams Score,Single,33.77,10.76,363.37,Won,363.37,-329.6,0,DE
BET0004794,OP0078,PLR004212,2023-08-24,Cricket,Match Winner,Single,335.74,2.22,745.34,Won,745.34,-409.6,0,PH
BET0004795,OP0006,PLR004069,2024-05-10,Football,Match Winner,Single,256.74,9.4,2413.36,Void,256.74,0.0,0,PH
BET0004796,OP0073,PLR005360,2023-10-20,Tennis,Both Teams Score,Accumulator,163.78,6.25,1023.62,Lost,0,163.78,0,BR
BET0004797,OP0014,PLR005322,2024-09-29,Cricket,Over/Under,Single,176.74,4.51,797.1,Lost,0,176.74,1,PH
BET0004798,OP0008,PLR003879,2023-05-15,Esports,Match Winner,System,463.36,1.84,852.58,Lost,0,463.36,0,KE
BET0004799,OP0039,PLR002364,2023-05-03,Rugby,Correct Score,Single,491.0,6.86,3368.26,Lost,0,491.0,0,AU
BET0004800,OP0002,PLR004829,2024-08-03,Esports,Match Winner,Single,328.96,8.95,2944.19,Won,2944.19,-2615.23,1,NG
BET0004801,OP0037,PLR007520,2024-09-29,Basketball,First Goal Scorer,Single,25.51,2.6,66.33,Pending,0,25.51,0,BR
BET0004802,OP0057,PLR004072,2024-01-08,Basketball,Match Winner,Accumulator,280.85,2.47,693.7,Lost,0,280.85,0,ZA
BET0004803,OP0060,PLR004886,2024-09-26,Basketball,Both Teams Score,Single,392.15,13.71,5376.38,Lost,0,392.15,0,KE
BET0004804,OP0052,PLR007300,2024-02-27,Football,Both Teams Score,Single,127.97,2.27,290.49,Won,290.49,-162.52,1,PH
BET0004805,OP0017,PLR007569,2023-10-04,Cricket,Both Teams Score,Accumulator,122.18,12.23,1494.26,Lost,0,122.18,0,PH
BET0004806,OP0034,PLR001612,2023-12-06,Cricket,Asian Handicap,Single,453.05,11.04,5001.67,Won,5001.67,-4548.62,1,IN
BET0004807,OP0032,PLR006263,2023-04-22,Cricket,Correct Score,Accumulator,299.88,2.66,797.68,Pending,0,299.88,1,PH
BET0004808,OP0050,PLR006289,2024-05-28,Tennis,First Goal Scorer,Accumulator,175.79,8.63,1517.07,Pending,0,175.79,0,DE
BET0004809,OP0066,PLR004734,2023-02-26,Esports,Match Winner,Single,327.8,12.76,4182.73,Lost,0,327.8,0,CA
BET0004810,OP0003,PLR006229,2024-02-12,Football,Match Winner,Single,328.89,14.7,4834.68,Lost,0,328.89,1,IN
BET0004811,OP0054,PLR002389,2023-01-03,Football,Match Winner,Accumulator,172.42,9.23,1591.44,Void,172.42,0.0,0,NG
BET0004812,OP0046,PLR002496,2023-04-22,Tennis,Match Winner,System,108.4,7.98,865.03,Won,865.03,-756.63,1,DE
BET0004813,OP0001,PLR000845,2023-09-22,Rugby,Over/Under,Single,484.69,9.29,4502.77,Won,4502.77,-4018.08,1,KE
BET0004814,OP0060,PLR005139,2023-07-07,Basketball,Over/Under,Single,436.4,9.03,3940.69,Void,436.4,0.0,1,AU
BET0004815,OP0055,PLR006264,2023-01-24,Baseball,Both Teams Score,Single,237.95,1.98,471.14,Won,471.14,-233.19,0,IN
BET0004816,OP0023,PLR007788,2024-01-28,Football,Both Teams Score,System,166.67,9.75,1625.03,Pending,0,166.67,1,KE
BET0004817,OP0054,PLR000688,2023-04-15,Esports,Over/Under,Single,374.64,9.86,3693.95,Pending,0,374.64,1,CA
BET0004818,OP0032,PLR005792,2023-06-13,Tennis,Asian Handicap,Accumulator,147.21,9.47,1394.08,Lost,0,147.21,1,KE
BET0004819,OP0042,PLR006303,2023-04-05,Cricket,Asian Handicap,Single,40.44,11.34,458.59,Lost,0,40.44,1,AU
BET0004820,OP0075,PLR005003,2023-07-04,Esports,Correct Score,System,186.59,11.21,2091.67,Lost,0,186.59,0,PH
BET0004821,OP0001,PLR003260,2024-10-20,Basketball,Match Winner,Single,163.09,2.66,433.82,Pending,0,163.09,0,PH
BET0004822,OP0027,PLR004778,2023-04-15,Rugby,Match Winner,System,365.84,9.58,3504.75,Lost,0,365.84,0,BR
BET0004823,OP0060,PLR003105,2024-10-23,Basketball,Match Winner,Single,252.37,3.95,996.86,Lost,0,252.37,0,PH
BET0004824,OP0031,PLR004104,2023-08-28,Basketball,Over/Under,Single,263.99,3.98,1050.68,Lost,0,263.99,0,NG
BET0004825,OP0055,PLR005722,2024-08-18,Tennis,Match Winner,Single,49.98,11.61,580.27,Won,580.27,-530.29,1,CA
BET0004826,OP0075,PLR004033,2023-12-26,Rugby,Asian Handicap,Accumulator,75.64,2.75,208.01,Lost,0,75.64,0,ZA
BET0004827,OP0075,PLR000114,2023-07-08,Football,Match Winner,System,490.74,10.3,5054.62,Lost,0,490.74,0,CA
BET0004828,OP0009,PLR007236,2023-08-05,Rugby,Over/Under,Single,65.02,12.15,789.99,Lost,0,65.02,0,CA
BET0004829,OP0078,PLR001087,2024-06-19,Rugby,First Goal Scorer,Single,309.89,14.34,4443.82,Won,4443.82,-4133.93,0,KE
BET0004830,OP0059,PLR006945,2023-01-05,Basketball,Over/Under,Single,266.41,1.7,452.9,Lost,0,266.41,1,NG
BET0004831,OP0011,PLR002819,2024-09-08,Tennis,First Goal Scorer,Single,91.73,9.63,883.36,Won,883.36,-791.63,0,PH
BET0004832,OP0004,PLR007050,2023-04-02,Basketball,Asian Handicap,Single,170.82,11.69,1996.89,Won,1996.89,-1826.07,1,AU
BET0004833,OP0050,PLR006353,2023-08-27,Esports,First Goal Scorer,Single,489.71,10.3,5044.01,Lost,0,489.71,0,DE
BET0004834,OP0003,PLR007153,2023-08-11,Basketball,Correct Score,Single,230.44,12.35,2845.93,Won,2845.93,-2615.49,1,DE
BET0004835,OP0079,PLR007955,2024-12-28,Tennis,Both Teams Score,Single,339.06,7.21,2444.62,Lost,0,339.06,0,AU
BET0004836,OP0031,PLR004856,2023-08-24,Cricket,Asian Handicap,Accumulator,35.23,14.46,509.43,Lost,0,35.23,0,PH
BET0004837,OP0050,PLR002198,2023-01-09,Baseball,Both Teams Score,Single,447.31,12.36,5528.75,Lost,0,447.31,1,GB
BET0004838,OP0049,PLR000083,2023-11-08,Basketball,Correct Score,Single,74.09,13.28,983.92,Lost,0,74.09,0,GB
BET0004839,OP0071,PLR004200,2024-01-26,Baseball,First Goal Scorer,Single,422.52,9.74,4115.34,Pending,0,422.52,0,PH
BET0004840,OP0048,PLR006141,2024-05-26,Baseball,Match Winner,Accumulator,135.72,8.27,1122.4,Lost,0,135.72,0,CA
BET0004841,OP0062,PLR004530,2024-03-07,Football,Asian Handicap,Single,302.2,13.42,4055.52,Lost,0,302.2,1,CA
BET0004842,OP0061,PLR006526,2023-09-13,Tennis,First Goal Scorer,Accumulator,119.02,13.04,1552.02,Lost,0,119.02,0,IN
BET0004843,OP0061,PLR003003,2023-02-27,Esports,Match Winner,Single,261.63,11.74,3071.54,Lost,0,261.63,0,BR
BET0004844,OP0028,PLR001709,2023-12-12,Tennis,First Goal Scorer,Accumulator,77.98,6.14,478.8,Pending,0,77.98,0,NG
BET0004845,OP0052,PLR006080,2023-04-14,Football,Correct Score,Accumulator,480.32,10.63,5105.8,Lost,0,480.32,0,DE
BET0004846,OP0071,PLR006561,2024-09-08,Baseball,Correct Score,Accumulator,112.53,13.22,1487.65,Won,1487.65,-1375.12,1,PH
BET0004847,OP0059,PLR005022,2024-08-01,Tennis,Match Winner,Single,73.22,10.82,792.24,Won,792.24,-719.02,1,ZA
BET0004848,OP0053,PLR003830,2024-11-16,Rugby,Asian Handicap,Single,2.82,11.2,31.58,Lost,0,2.82,0,IN
BET0004849,OP0064,PLR000074,2024-01-30,Football,Over/Under,Single,483.87,5.5,2661.28,Void,483.87,0.0,0,AU
BET0004850,OP0038,PLR005591,2023-09-07,Football,Correct Score,System,234.31,8.44,1977.58,Pending,0,234.31,1,IN
BET0004851,OP0054,PLR002063,2023-07-08,Football,Correct Score,Accumulator,396.98,3.63,1441.04,Lost,0,396.98,0,PH
BET0004852,OP0004,PLR003120,2024-11-26,Tennis,Match Winner,Single,445.05,4.4,1958.22,Lost,0,445.05,0,BR
BET0004853,OP0012,PLR003319,2023-09-01,Rugby,Asian Handicap,Single,5.15,5.87,30.23,Lost,0,5.15,1,BR
BET0004854,OP0072,PLR001805,2024-07-07,Esports,Match Winner,Accumulator,68.37,11.71,800.61,Lost,0,68.37,1,IN
BET0004855,OP0027,PLR001505,2024-03-08,Baseball,Correct Score,Accumulator,226.22,13.32,3013.25,Lost,0,226.22,1,ZA
BET0004856,OP0022,PLR004899,2023-12-30,Esports,Both Teams Score,Accumulator,286.14,10.49,3001.61,Lost,0,286.14,0,NG
BET0004857,OP0012,PLR004967,2024-07-29,Cricket,Correct Score,Accumulator,451.08,10.72,4835.58,Won,4835.58,-4384.5,0,DE
BET0004858,OP0024,PLR005868,2024-06-06,Basketball,Both Teams Score,Single,160.06,6.06,969.96,Lost,0,160.06,0,AU
BET0004859,OP0058,PLR003112,2023-10-18,Cricket,Match Winner,Single,151.54,6.47,980.46,Won,980.46,-828.92,0,ZA
BET0004860,OP0063,PLR007197,2024-09-04,Tennis,Match Winner,System,489.92,4.96,2430.0,Lost,0,489.92,1,IN
BET0004861,OP0072,PLR007042,2023-05-22,Football,Correct Score,Accumulator,330.44,12.18,4024.76,Won,4024.76,-3694.32,1,CA
BET0004862,OP0025,PLR003867,2023-06-28,Tennis,Over/Under,Single,351.02,3.02,1060.08,Lost,0,351.02,1,DE
BET0004863,OP0039,PLR000232,2023-01-13,Basketball,Asian Handicap,Single,446.93,7.38,3298.34,Lost,0,446.93,0,CA
BET0004864,OP0072,PLR000804,2024-04-22,Football,Over/Under,Single,116.91,1.76,205.76,Void,116.91,0.0,0,IN
BET0004865,OP0006,PLR004967,2024-04-08,Basketball,Match Winner,Accumulator,115.0,1.17,134.55,Lost,0,115.0,0,GB
BET0004866,OP0010,PLR004755,2023-10-09,Baseball,Over/Under,Single,400.2,2.33,932.47,Won,932.47,-532.27,0,AU
BET0004867,OP0005,PLR005465,2023-05-08,Rugby,Correct Score,Single,353.59,7.79,2754.47,Won,2754.47,-2400.88,1,DE
BET0004868,OP0018,PLR005788,2023-12-05,Tennis,Over/Under,Accumulator,442.62,8.96,3965.88,Lost,0,442.62,0,ZA
BET0004869,OP0046,PLR004283,2024-07-03,Rugby,First Goal Scorer,Accumulator,51.96,8.65,449.45,Lost,0,51.96,1,GB
BET0004870,OP0017,PLR002187,2024-02-18,Rugby,Asian Handicap,Accumulator,271.71,9.45,2567.66,Lost,0,271.71,1,CA
BET0004871,OP0014,PLR001620,2023-08-21,Esports,Correct Score,Single,49.34,12.38,610.83,Void,49.34,0.0,0,DE
BET0004872,OP0005,PLR005529,2023-05-21,Esports,Both Teams Score,Single,360.86,5.28,1905.34,Lost,0,360.86,0,IN
BET0004873,OP0043,PLR002887,2023-10-30,Tennis,First Goal Scorer,Single,429.35,1.49,639.73,Lost,0,429.35,0,AU
BET0004874,OP0039,PLR005428,2023-01-05,Baseball,First Goal Scorer,Single,63.81,3.94,251.41,Lost,0,63.81,0,DE
BET0004875,OP0079,PLR004053,2024-10-08,Esports,Both Teams Score,Accumulator,271.36,5.69,1544.04,Won,1544.04,-1272.68,1,PH
BET0004876,OP0035,PLR006998,2024-08-12,Cricket,Match Winner,System,152.49,8.92,1360.21,Void,152.49,0.0,0,PH
BET0004877,OP0067,PLR000716,2024-07-19,Cricket,Both Teams Score,Accumulator,206.91,12.59,2605.0,Pending,0,206.91,1,ZA
BET0004878,OP0004,PLR006416,2023-08-02,Basketball,Asian Handicap,Accumulator,102.18,7.2,735.7,Void,102.18,0.0,1,ZA
BET0004879,OP0066,PLR002108,2023-06-26,Tennis,First Goal Scorer,Single,71.54,7.18,513.66,Lost,0,71.54,1,AU
BET0004880,OP0067,PLR001524,2023-06-20,Cricket,Asian Handicap,Accumulator,382.52,6.75,2582.01,Lost,0,382.52,0,AU
BET0004881,OP0002,PLR003872,2024-08-12,Esports,Over/Under,Accumulator,202.22,2.5,505.55,Lost,0,202.22,1,NG
BET0004882,OP0033,PLR007324,2024-11-17,Tennis,First Goal Scorer,Single,324.43,5.6,1816.81,Lost,0,324.43,0,AU
BET0004883,OP0077,PLR002089,2024-02-02,Baseball,Correct Score,Single,242.4,1.82,441.17,Won,441.17,-198.77,0,PH
BET0004884,OP0040,PLR006795,2023-05-08,Basketball,Both Teams Score,Single,287.56,6.74,1938.15,Lost,0,287.56,1,AU
BET0004885,OP0012,PLR001147,2023-08-08,Football,Asian Handicap,Single,11.35,8.63,97.95,Lost,0,11.35,0,BR
BET0004886,OP0043,PLR007911,2023-09-03,Baseball,Asian Handicap,Single,223.39,8.78,1961.36,Won,1961.36,-1737.97,0,BR
BET0004887,OP0075,PLR006861,2024-10-09,Football,Match Winner,Single,497.74,13.76,6848.9,Lost,0,497.74,1,BR
BET0004888,OP0031,PLR006004,2023-05-03,Cricket,Match Winner,Single,398.58,3.26,1299.37,Won,1299.37,-900.79,0,NG
BET0004889,OP0044,PLR001298,2024-12-03,Rugby,First Goal Scorer,Single,104.78,2.9,303.86,Lost,0,104.78,0,DE
BET0004890,OP0011,PLR007687,2024-01-16,Cricket,Both Teams Score,Single,314.26,4.08,1282.18,Won,1282.18,-967.92,1,BR
BET0004891,OP0066,PLR001172,2024-04-03,Football,Over/Under,System,429.07,6.83,2930.55,Lost,0,429.07,1,GB
BET0004892,OP0027,PLR006848,2024-03-08,Esports,Correct Score,System,107.88,2.41,259.99,Lost,0,107.88,0,PH
BET0004893,OP0045,PLR002217,2024-10-27,Baseball,Match Winner,Single,491.73,12.93,6358.07,Won,6358.07,-5866.34,0,ZA
BET0004894,OP0076,PLR007932,2024-09-30,Basketball,Correct Score,Single,276.86,14.15,3917.57,Won,3917.57,-3640.71,0,PH
BET0004895,OP0049,PLR006555,2024-04-23,Basketball,Asian Handicap,Single,52.4,2.99,156.68,Won,156.68,-104.28,1,IN
BET0004896,OP0062,PLR004217,2023-12-25,Football,Both Teams Score,Accumulator,491.8,8.28,4072.1,Lost,0,491.8,0,PH
BET0004897,OP0003,PLR007962,2023-11-25,Basketball,Correct Score,Accumulator,35.05,9.16,321.06,Won,321.06,-286.01,1,NG
BET0004898,OP0079,PLR006402,2023-06-21,Esports,Over/Under,Accumulator,409.92,10.78,4418.94,Lost,0,409.92,0,PH
BET0004899,OP0015,PLR003567,2024-10-16,Esports,Both Teams Score,Accumulator,1.08,12.2,13.18,Pending,0,1.08,0,KE
BET0004900,OP0046,PLR004366,2024-11-14,Cricket,Asian Handicap,Accumulator,446.05,10.04,4478.34,Lost,0,446.05,1,NG
BET0004901,OP0069,PLR005895,2024-10-27,Cricket,Match Winner,Single,427.34,1.32,564.09,Lost,0,427.34,1,CA
BET0004902,OP0042,PLR007704,2023-03-12,Cricket,Correct Score,Single,277.7,8.42,2338.23,Won,2338.23,-2060.53,0,GB
BET0004903,OP0006,PLR002603,2023-04-30,Baseball,First Goal Scorer,Accumulator,58.56,10.47,613.12,Lost,0,58.56,1,ZA
BET0004904,OP0027,PLR001970,2024-08-06,Basketball,First Goal Scorer,Accumulator,410.87,1.64,673.83,Won,673.83,-262.96,0,BR
BET0004905,OP0071,PLR006606,2023-12-07,Basketball,Match Winner,System,116.72,2.95,344.32,Void,116.72,0.0,0,NG
BET0004906,OP0044,PLR000021,2024-01-24,Basketball,Correct Score,Single,432.76,4.19,1813.26,Pending,0,432.76,1,AU
BET0004907,OP0042,PLR005170,2024-06-14,Cricket,Both Teams Score,Single,4.32,9.01,38.92,Won,38.92,-34.6,1,CA
BET0004908,OP0046,PLR003492,2024-04-03,Cricket,First Goal Scorer,Accumulator,427.37,5.9,2521.48,Pending,0,427.37,0,AU
BET0004909,OP0051,PLR001616,2024-08-17,Tennis,Correct Score,Single,443.67,14.99,6650.61,Won,6650.61,-6206.94,0,PH
BET0004910,OP0038,PLR000067,2023-01-11,Baseball,Both Teams Score,Single,301.33,4.32,1301.75,Lost,0,301.33,0,NG
BET0004911,OP0026,PLR001285,2023-01-10,Rugby,Match Winner,Single,220.23,13.17,2900.43,Won,2900.43,-2680.2,0,KE
BET0004912,OP0008,PLR005993,2024-07-25,Cricket,Both Teams Score,Single,1.52,13.09,19.9,Void,1.52,0.0,0,BR
BET0004913,OP0018,PLR000095,2024-08-22,Rugby,Both Teams Score,Single,428.74,8.58,3678.59,Void,428.74,0.0,0,GB
BET0004914,OP0061,PLR001626,2023-04-20,Esports,Asian Handicap,Single,93.09,12.3,1145.01,Lost,0,93.09,0,PH
BET0004915,OP0063,PLR000417,2024-05-30,Cricket,Match Winner,Single,398.2,5.41,2154.26,Lost,0,398.2,0,GB
BET0004916,OP0074,PLR000544,2024-12-07,Baseball,Match Winner,Single,366.41,6.21,2275.41,Lost,0,366.41,0,DE
BET0004917,OP0079,PLR000674,2024-04-29,Cricket,Match Winner,Single,416.49,3.7,1541.01,Lost,0,416.49,1,ZA
BET0004918,OP0065,PLR000573,2024-01-30,Cricket,Match Winner,Single,236.13,12.44,2937.46,Lost,0,236.13,0,GB
BET0004919,OP0046,PLR003282,2024-05-15,Esports,Correct Score,Single,310.01,8.69,2693.99,Won,2693.99,-2383.98,0,ZA
BET0004920,OP0018,PLR005724,2023-09-28,Rugby,Both Teams Score,Single,68.24,1.29,88.03,Lost,0,68.24,0,ZA
BET0004921,OP0025,PLR000802,2024-06-25,Esports,Asian Handicap,Single,125.21,14.22,1780.49,Won,1780.49,-1655.28,0,GB
BET0004922,OP0006,PLR007227,2023-11-08,Cricket,Over/Under,Single,214.88,1.48,318.02,Won,318.02,-103.14,0,BR
BET0004923,OP0029,PLR003412,2023-06-21,Cricket,Over/Under,Single,66.58,11.7,778.99,Void,66.58,0.0,1,ZA
BET0004924,OP0047,PLR006970,2024-05-18,Cricket,First Goal Scorer,Accumulator,448.09,11.42,5117.19,Lost,0,448.09,0,BR
BET0004925,OP0043,PLR003999,2024-12-14,Tennis,Match Winner,Single,280.79,8.76,2459.72,Won,2459.72,-2178.93,1,CA
BET0004926,OP0055,PLR000707,2024-12-30,Rugby,Correct Score,Single,339.15,14.71,4988.9,Lost,0,339.15,0,IN
BET0004927,OP0059,PLR002923,2023-02-17,Esports,Both Teams Score,Single,323.04,13.99,4519.33,Lost,0,323.04,1,AU
